policy,module_name,shard_id,projection_id,block_id,projection_name,execution_index,tile_id,tier_start,tiers_used,used_rows,used_cols,weights_in_shard,group_total_weights,module_num_weights,shard_weight,sensitivity_score,shard_importance,utilization
hardware_only,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r0c0,embedding/token_embedding,embedding,token_embedding,-100,43,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
hardware_only,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r0c1,embedding/token_embedding,embedding,token_embedding,-100,56,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
hardware_only,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r1c0,embedding/token_embedding,embedding,token_embedding,-100,49,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
hardware_only,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r1c1,embedding/token_embedding,embedding,token_embedding,-100,61,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
hardware_only,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r2c0,embedding/token_embedding,embedding,token_embedding,-100,35,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
hardware_only,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r2c1,embedding/token_embedding,embedding,token_embedding,-100,53,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
hardware_only,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r3c0,embedding/token_embedding,embedding,token_embedding,-100,30,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
hardware_only,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r3c1,embedding/token_embedding,embedding,token_embedding,-100,25,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
hardware_only,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r4c0,embedding/token_embedding,embedding,token_embedding,-100,23,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
hardware_only,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r4c1,embedding/token_embedding,embedding,token_embedding,-100,63,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
hardware_only,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r5c0,embedding/token_embedding,embedding,token_embedding,-100,38,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
hardware_only,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r5c1,embedding/token_embedding,embedding,token_embedding,-100,11,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
hardware_only,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r6c0,embedding/token_embedding,embedding,token_embedding,-100,4,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
