policy,timestep,sensitivity_weighted_tile_error,mean_assigned_noise_std,sensitivity_weighted_mean_assigned_noise_std,capacity_utilization,shards_on_faulted_tiles,shards_on_unavailable_tiles,projections_on_faulted_tiles,projections_on_unavailable_tiles,placement_feasible,service_failure,available_capacity_utilization
sequential,4,46.733798915366265,0.024333684142093758,0.024035937505889435,0.857421875,0,0,0,0,True,False,0.857421875
sequential,5,46.65338117500311,0.024325326010000106,0.02401598521744475,0.857421875,0,0,0,0,True,False,0.857421875
sequential,6,46.40687390835742,0.024297181159577855,0.023944803482337646,0.857421875,0,0,0,0,True,False,0.857421875
sequential,7,46.61008275082531,0.024385138222435147,0.02399547678384808,0.857421875,0,0,0,0,True,False,0.857421875
sequential,8,46.51006666186248,0.024276574217208163,0.02398527618988226,0.857421875,0,0,0,0,True,False,0.857421875
sequential,9,46.00191668522206,0.02419609552278986,0.0238554268895625,0.857421875,0,0,0,0,True,False,0.857421875
sequential,10,45.49443417428096,0.02410394655188636,0.023716842626150834,0.857421875,0,0,0,0,True,False,0.857421875
sequential,11,46.25848283605435,0.024274745620669842,0.023917133624313348,0.857421875,0,0,0,0,True,False,0.857421875
sequential,12,46.08512309855975,0.02425934601549857,0.023871074936587102,0.857421875,0,0,0,0,True,False,0.857421875
sequential,13,46.073132490594155,0.024343709302463497,0.023864965517371526,0.857421875,0,0,0,0,True,False,0.857421875
sequential,14,46.662466474688834,0.024346428945512723,0.024031205551575903,0.857421875,0,0,0,0,True,False,0.857421875
sequential,15,46.605438217104755,0.024371250379926844,0.024010930866757593,0.857421875,0,0,0,0,True,False,0.857421875
sequential,16,45.9615558588225,0.02417865951020725,0.02385267714823054,0.857421875,0,0,0,0,True,False,0.857421875
sequential,17,45.5600019465267,0.024048998227408178,0.023748103008108225,0.857421875,0,0,0,0,True,False,0.857421875
sequential,18,45.25926560592428,0.02401410705984801,0.02364875126202961,0.857421875,0,0,0,0,True,False,0.857421875
sequential,19,46.58391379026118,0.02425699704664016,0.02398180694944811,0.857421875,0,0,0,0,True,False,0.857421875
sequential,20,47.052208029797754,0.02434793657021768,0.024092032769815475,0.857421875,0,0,0,0,True,False,0.857421875
sequential,21,47.52754235181781,0.024421896265946173,0.024215630967681874,0.857421875,0,0,0,0,True,False,0.857421875
sequential,22,46.99930830266295,0.024350620924495078,0.02407902076416274,0.857421875,0,0,0,0,True,False,0.857421875
sequential,23,47.08622818739704,0.024427698344281417,0.024098631558970712,0.857421875,0,0,0,0,True,False,0.857421875
sequential,24,47.29986578335724,0.024446454048711763,0.02415584065623359,0.857421875,0,0,0,0,True,False,0.857421875
