policy,shard_id,projection_id,block_id,projection_name,execution_index,row_shard_index,col_shard_index,tile_id,tier_start,tiers_used,weights_in_shard,weights_in_projection,shard_weight,sensitivity_score,shard_importance
random,decoder_stack.layers.8.ffn1#r0c1,block_8/mlp.c_fc,block_8,mlp.c_fc,802,0,1,25,12,1,262144,2359296,0.1111111111111111,0.2876500794163057,0.031961119935145076
random,decoder_stack.layers.8.ffn1#r0c2,block_8/mlp.c_fc,block_8,mlp.c_fc,802,0,2,7,12,1,262144,2359296,0.1111111111111111,0.2876500794163057,0.031961119935145076
random,decoder_stack.layers.8.ffn1#r0c3,block_8/mlp.c_fc,block_8,mlp.c_fc,802,0,3,22,12,1,262144,2359296,0.1111111111111111,0.2876500794163057,0.031961119935145076
random,decoder_stack.layers.8.ffn1#r0c4,block_8/mlp.c_fc,block_8,mlp.c_fc,802,0,4,45,3,1,262144,2359296,0.1111111111111111,0.2876500794163057,0.031961119935145076
random,decoder_stack.layers.8.ffn1#r0c5,block_8/mlp.c_fc,block_8,mlp.c_fc,802,0,5,33,3,1,262144,2359296,0.1111111111111111,0.2876500794163057,0.031961119935145076
random,decoder_stack.layers.8.ffn1#r1c0,block_8/mlp.c_fc,block_8,mlp.c_fc,802,1,0,19,3,1,131072,2359296,0.05555555555555555,0.2876500794163057,0.015980559967572538
random,decoder_stack.layers.8.ffn1#r1c1,block_8/mlp.c_fc,block_8,mlp.c_fc,802,1,1,59,3,1,131072,2359296,0.05555555555555555,0.2876500794163057,0.015980559967572538
random,decoder_stack.layers.8.ffn1#r1c2,block_8/mlp.c_fc,block_8,mlp.c_fc,802,1,2,46,3,1,131072,2359296,0.05555555555555555,0.2876500794163057,0.015980559967572538
random,decoder_stack.layers.8.ffn1#r1c3,block_8/mlp.c_fc,block_8,mlp.c_fc,802,1,3,9,3,1,131072,2359296,0.05555555555555555,0.2876500794163057,0.015980559967572538
random,decoder_stack.layers.8.ffn1#r1c4,block_8/mlp.c_fc,block_8,mlp.c_fc,802,1,4,40,3,1,131072,2359296,0.05555555555555555,0.2876500794163057,0.015980559967572538
random,decoder_stack.layers.8.ffn1#r1c5,block_8/mlp.c_fc,block_8,mlp.c_fc,802,1,5,18,3,1,131072,2359296,0.05555555555555555,0.2876500794163057,0.015980559967572538
random,decoder_stack.layers.8.ffn2#r0c0,block_8/mlp.c_proj,block_8,mlp.c_proj,803,0,0,0,1,1,262144,2359296,0.1111111111111111,0.15092492703541893,0.01676943633726877
random,decoder_stack.layers.8.ffn2#r0c1,block_8/mlp.c_proj,block_8,mlp.c_proj,803,0,1,1,1,1,131072,2359296,0.05555555555555555,0.15092492703541893,0.008384718168634385
random,decoder_stack.layers.8.ffn2#r1c0,block_8/mlp.c_proj,block_8,mlp.c_proj,803,1,0,2,1,1,262144,2359296,0.1111111111111111,0.15092492703541893,0.01676943633726877
random,decoder_stack.layers.8.ffn2#r1c1,block_8/mlp.c_proj,block_8,mlp.c_proj,803,1,1,3,1,1,131072,2359296,0.05555555555555555,0.15092492703541893,0.008384718168634385
random,decoder_stack.layers.8.ffn2#r2c0,block_8/mlp.c_proj,block_8,mlp.c_proj,803,2,0,45,9,1,262144,2359296,0.1111111111111111,0.15092492703541893,0.01676943633726877
random,decoder_stack.layers.8.ffn2#r2c1,block_8/mlp.c_proj,block_8,mlp.c_proj,803,2,1,33,9,1,131072,2359296,0.05555555555555555,0.15092492703541893,0.008384718168634385
random,decoder_stack.layers.8.ffn2#r3c0,block_8/mlp.c_proj,block_8,mlp.c_proj,803,3,0,19,9,1,262144,2359296,0.1111111111111111,0.15092492703541893,0.01676943633726877
random,decoder_stack.layers.8.ffn2#r3c1,block_8/mlp.c_proj,block_8,mlp.c_proj,803,3,1,59,9,1,131072,2359296,0.05555555555555555,0.15092492703541893,0.008384718168634385
random,decoder_stack.layers.8.ffn2#r4c0,block_8/mlp.c_proj,block_8,mlp.c_proj,803,4,0,46,9,1,262144,2359296,0.1111111111111111,0.15092492703541893,0.01676943633726877
random,decoder_stack.layers.8.ffn2#r4c1,block_8/mlp.c_proj,block_8,mlp.c_proj,803,4,1,9,9,1,131072,2359296,0.05555555555555555,0.15092492703541893,0.008384718168634385
random,decoder_stack.layers.8.ffn2#r5c0,block_8/mlp.c_proj,block_8,mlp.c_proj,803,5,0,40,9,1,262144,2359296,0.1111111111111111,0.15092492703541893,0.01676943633726877
random,decoder_stack.layers.8.ffn2#r5c1,block_8/mlp.c_proj,block_8,mlp.c_proj,803,5,1,18,9,1,131072,2359296,0.05555555555555555,0.15092492703541893,0.008384718168634385
random,decoder_stack.layers.9.q_proj_out#r0c0,block_9/attn.c_attn,block_9,attn.c_attn,900,0,0,23,5,1,262144,1769472,0.14814814814814814,0.8331305661021311,0.12342675053364904
random,decoder_stack.layers.9.q_proj_out#r0c1,block_9/attn.c_attn,block_9,attn.c_attn,900,0,1,25,5,1,131072,1769472,0.07407407407407407,0.8331305661021311,0.06171337526682452
random,decoder_stack.layers.9.q_proj_out#r1c0,block_9/attn.c_attn,block_9,attn.c_attn,900,1,0,7,5,1,131072,1769472,0.07407407407407407,0.8331305661021311,0.06171337526682452
random,decoder_stack.layers.9.q_proj_out#r1c1,block_9/attn.c_attn,block_9,attn.c_attn,900,1,1,22,5,1,65536,1769472,0.037037037037037035,0.8331305661021311,0.03085668763341226
random,decoder_stack.layers.9.k_proj_out#r0c0,block_9/attn.c_attn,block_9,attn.c_attn,900,0,0,23,7,1,262144,1769472,0.14814814814814814,0.8331305661021311,0.12342675053364904
random,decoder_stack.layers.9.k_proj_out#r0c1,block_9/attn.c_attn,block_9,attn.c_attn,900,0,1,25,7,1,131072,1769472,0.07407407407407407,0.8331305661021311,0.06171337526682452
random,decoder_stack.layers.9.k_proj_out#r1c0,block_9/attn.c_attn,block_9,attn.c_attn,900,1,0,7,7,1,131072,1769472,0.07407407407407407,0.8331305661021311,0.06171337526682452
random,decoder_stack.layers.9.k_proj_out#r1c1,block_9/attn.c_attn,block_9,attn.c_attn,900,1,1,22,7,1,65536,1769472,0.037037037037037035,0.8331305661021311,0.03085668763341226
random,decoder_stack.layers.9.v_proj_out#r0c0,block_9/attn.c_attn,block_9,attn.c_attn,900,0,0,53,6,1,262144,1769472,0.14814814814814814,0.8331305661021311,0.12342675053364904
random,decoder_stack.layers.9.v_proj_out#r0c1,block_9/attn.c_attn,block_9,attn.c_attn,900,0,1,54,6,1,131072,1769472,0.07407407407407407,0.8331305661021311,0.06171337526682452
random,decoder_stack.layers.9.v_proj_out#r1c0,block_9/attn.c_attn,block_9,attn.c_attn,900,1,0,55,6,1,131072,1769472,0.07407407407407407,0.8331305661021311,0.06171337526682452
random,decoder_stack.layers.9.v_proj_out#r1c1,block_9/attn.c_attn,block_9,attn.c_attn,900,1,1,56,6,1,65536,1769472,0.037037037037037035,0.8331305661021311,0.03085668763341226
random,decoder_stack.layers.9.out_proj#r0c0,block_9/attn.c_proj,block_9,attn.c_proj,901,0,0,51,1,1,262144,589824,0.4444444444444444,0.07972838972702334,0.03543483987867704
random,decoder_stack.layers.9.out_proj#r0c1,block_9/attn.c_proj,block_9,attn.c_proj,901,0,1,52,1,1,131072,589824,0.2222222222222222,0.07972838972702334,0.01771741993933852
random,decoder_stack.layers.9.out_proj#r1c0,block_9/attn.c_proj,block_9,attn.c_proj,901,1,0,53,1,1,131072,589824,0.2222222222222222,0.07972838972702334,0.01771741993933852
random,decoder_stack.layers.9.out_proj#r1c1,block_9/attn.c_proj,block_9,attn.c_proj,901,1,1,54,1,1,65536,589824,0.1111111111111111,0.07972838972702334,0.00885870996966926
random,decoder_stack.layers.9.ffn1#r0c0,block_9/mlp.c_fc,block_9,mlp.c_fc,902,0,0,10,0,1,262144,2359296,0.1111111111111111,0.0803488122760605,0.008927645808451167
random,decoder_stack.layers.9.ffn1#r0c1,block_9/mlp.c_fc,block_9,mlp.c_fc,902,0,1,11,0,1,262144,2359296,0.1111111111111111,0.0803488122760605,0.008927645808451167
random,decoder_stack.layers.9.ffn1#r0c2,block_9/mlp.c_fc,block_9,mlp.c_fc,902,0,2,12,0,1,262144,2359296,0.1111111111111111,0.0803488122760605,0.008927645808451167
random,decoder_stack.layers.9.ffn1#r0c3,block_9/mlp.c_fc,block_9,mlp.c_fc,902,0,3,13,0,1,262144,2359296,0.1111111111111111,0.0803488122760605,0.008927645808451167
random,decoder_stack.layers.9.ffn1#r0c4,block_9/mlp.c_fc,block_9,mlp.c_fc,902,0,4,45,5,1,262144,2359296,0.1111111111111111,0.0803488122760605,0.008927645808451167
random,decoder_stack.layers.9.ffn1#r0c5,block_9/mlp.c_fc,block_9,mlp.c_fc,902,0,5,33,5,1,262144,2359296,0.1111111111111111,0.0803488122760605,0.008927645808451167
random,decoder_stack.layers.9.ffn1#r1c0,block_9/mlp.c_fc,block_9,mlp.c_fc,902,1,0,19,5,1,131072,2359296,0.05555555555555555,0.0803488122760605,0.004463822904225583
random,decoder_stack.layers.9.ffn1#r1c1,block_9/mlp.c_fc,block_9,mlp.c_fc,902,1,1,59,5,1,131072,2359296,0.05555555555555555,0.0803488122760605,0.004463822904225583
random,decoder_stack.layers.9.ffn1#r1c2,block_9/mlp.c_fc,block_9,mlp.c_fc,902,1,2,46,5,1,131072,2359296,0.05555555555555555,0.0803488122760605,0.004463822904225583
random,decoder_stack.layers.9.ffn1#r1c3,block_9/mlp.c_fc,block_9,mlp.c_fc,902,1,3,9,5,1,131072,2359296,0.05555555555555555,0.0803488122760605,0.004463822904225583
random,decoder_stack.layers.9.ffn1#r1c4,block_9/mlp.c_fc,block_9,mlp.c_fc,902,1,4,40,5,1,131072,2359296,0.05555555555555555,0.0803488122760605,0.004463822904225583
random,decoder_stack.layers.9.ffn1#r1c5,block_9/mlp.c_fc,block_9,mlp.c_fc,902,1,5,18,5,1,131072,2359296,0.05555555555555555,0.0803488122760605,0.004463822904225583
random,decoder_stack.layers.9.ffn2#r0c0,block_9/mlp.c_proj,block_9,mlp.c_proj,903,0,0,47,0,1,262144,2359296,0.1111111111111111,0.06655004163389933,0.007394449070433258
random,decoder_stack.layers.9.ffn2#r0c1,block_9/mlp.c_proj,block_9,mlp.c_proj,903,0,1,48,0,1,131072,2359296,0.05555555555555555,0.06655004163389933,0.003697224535216629
random,decoder_stack.layers.9.ffn2#r1c0,block_9/mlp.c_proj,block_9,mlp.c_proj,903,1,0,49,0,1,262144,2359296,0.1111111111111111,0.06655004163389933,0.007394449070433258
random,decoder_stack.layers.9.ffn2#r1c1,block_9/mlp.c_proj,block_9,mlp.c_proj,903,1,1,50,0,1,131072,2359296,0.05555555555555555,0.06655004163389933,0.003697224535216629
random,decoder_stack.layers.9.ffn2#r2c0,block_9/mlp.c_proj,block_9,mlp.c_proj,903,2,0,45,8,1,262144,2359296,0.1111111111111111,0.06655004163389933,0.007394449070433258
random,decoder_stack.layers.9.ffn2#r2c1,block_9/mlp.c_proj,block_9,mlp.c_proj,903,2,1,33,8,1,131072,2359296,0.05555555555555555,0.06655004163389933,0.003697224535216629
random,decoder_stack.layers.9.ffn2#r3c0,block_9/mlp.c_proj,block_9,mlp.c_proj,903,3,0,19,8,1,262144,2359296,0.1111111111111111,0.06655004163389933,0.007394449070433258
random,decoder_stack.layers.9.ffn2#r3c1,block_9/mlp.c_proj,block_9,mlp.c_proj,903,3,1,59,8,1,131072,2359296,0.05555555555555555,0.06655004163389933,0.003697224535216629
random,decoder_stack.layers.9.ffn2#r4c0,block_9/mlp.c_proj,block_9,mlp.c_proj,903,4,0,46,8,1,262144,2359296,0.1111111111111111,0.06655004163389933,0.007394449070433258
random,decoder_stack.layers.9.ffn2#r4c1,block_9/mlp.c_proj,block_9,mlp.c_proj,903,4,1,9,8,1,131072,2359296,0.05555555555555555,0.06655004163389933,0.003697224535216629
random,decoder_stack.layers.9.ffn2#r5c0,block_9/mlp.c_proj,block_9,mlp.c_proj,903,5,0,40,8,1,262144,2359296,0.1111111111111111,0.06655004163389933,0.007394449070433258
random,decoder_stack.layers.9.ffn2#r5c1,block_9/mlp.c_proj,block_9,mlp.c_proj,903,5,1,18,8,1,131072,2359296,0.05555555555555555,0.06655004163389933,0.003697224535216629
random,decoder_stack.layers.10.q_proj_out#r0c0,block_10/attn.c_attn,block_10,attn.c_attn,1000,0,0,23,11,1,262144,1769472,0.14814814814814814,0.3328436843976377,0.04931017546631669
random,decoder_stack.layers.10.q_proj_out#r0c1,block_10/attn.c_attn,block_10,attn.c_attn,1000,0,1,25,11,1,131072,1769472,0.07407407407407407,0.3328436843976377,0.024655087733158346
random,decoder_stack.layers.10.q_proj_out#r1c0,block_10/attn.c_attn,block_10,attn.c_attn,1000,1,0,7,11,1,131072,1769472,0.07407407407407407,0.3328436843976377,0.024655087733158346
random,decoder_stack.layers.10.q_proj_out#r1c1,block_10/attn.c_attn,block_10,attn.c_attn,1000,1,1,22,11,1,65536,1769472,0.037037037037037035,0.3328436843976377,0.012327543866579173
random,decoder_stack.layers.10.k_proj_out#r0c0,block_10/attn.c_attn,block_10,attn.c_attn,1000,0,0,51,0,1,262144,1769472,0.14814814814814814,0.3328436843976377,0.04931017546631669
random,decoder_stack.layers.10.k_proj_out#r0c1,block_10/attn.c_attn,block_10,attn.c_attn,1000,0,1,52,0,1,131072,1769472,0.07407407407407407,0.3328436843976377,0.024655087733158346
random,decoder_stack.layers.10.k_proj_out#r1c0,block_10/attn.c_attn,block_10,attn.c_attn,1000,1,0,53,0,1,131072,1769472,0.07407407407407407,0.3328436843976377,0.024655087733158346
random,decoder_stack.layers.10.k_proj_out#r1c1,block_10/attn.c_attn,block_10,attn.c_attn,1000,1,1,54,0,1,65536,1769472,0.037037037037037035,0.3328436843976377,0.012327543866579173
random,decoder_stack.layers.10.v_proj_out#r0c0,block_10/attn.c_attn,block_10,attn.c_attn,1000,0,0,62,11,1,262144,1769472,0.14814814814814814,0.3328436843976377,0.04931017546631669
random,decoder_stack.layers.10.v_proj_out#r0c1,block_10/attn.c_attn,block_10,attn.c_attn,1000,0,1,63,11,1,131072,1769472,0.07407407407407407,0.3328436843976377,0.024655087733158346
random,decoder_stack.layers.10.v_proj_out#r1c0,block_10/attn.c_attn,block_10,attn.c_attn,1000,1,0,0,12,1,131072,1769472,0.07407407407407407,0.3328436843976377,0.024655087733158346
random,decoder_stack.layers.10.v_proj_out#r1c1,block_10/attn.c_attn,block_10,attn.c_attn,1000,1,1,1,12,1,65536,1769472,0.037037037037037035,0.3328436843976377,0.012327543866579173
random,decoder_stack.layers.10.out_proj#r0c0,block_10/attn.c_proj,block_10,attn.c_proj,1001,0,0,57,11,1,262144,589824,0.4444444444444444,0.16221053991670686,0.07209357329631416
random,decoder_stack.layers.10.out_proj#r0c1,block_10/attn.c_proj,block_10,attn.c_proj,1001,0,1,58,11,1,131072,589824,0.2222222222222222,0.16221053991670686,0.03604678664815708
random,decoder_stack.layers.10.out_proj#r1c0,block_10/attn.c_proj,block_10,attn.c_proj,1001,1,0,60,11,1,131072,589824,0.2222222222222222,0.16221053991670686,0.03604678664815708
random,decoder_stack.layers.10.out_proj#r1c1,block_10/attn.c_proj,block_10,attn.c_proj,1001,1,1,61,11,1,65536,589824,0.1111111111111111,0.16221053991670686,0.01802339332407854
random,decoder_stack.layers.10.ffn1#r0c0,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,0,0,16,6,1,262144,2359296,0.1111111111111111,0.17025076709852627,0.01891675189983625
random,decoder_stack.layers.10.ffn1#r0c1,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,0,1,17,6,1,262144,2359296,0.1111111111111111,0.17025076709852627,0.01891675189983625
random,decoder_stack.layers.10.ffn1#r0c2,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,0,2,20,6,1,262144,2359296,0.1111111111111111,0.17025076709852627,0.01891675189983625
random,decoder_stack.layers.10.ffn1#r0c3,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,0,3,21,6,1,262144,2359296,0.1111111111111111,0.17025076709852627,0.01891675189983625
random,decoder_stack.layers.10.ffn1#r0c4,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,0,4,24,6,1,262144,2359296,0.1111111111111111,0.17025076709852627,0.01891675189983625
random,decoder_stack.layers.10.ffn1#r0c5,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,0,5,26,6,1,262144,2359296,0.1111111111111111,0.17025076709852627,0.01891675189983625
random,decoder_stack.layers.10.ffn1#r1c0,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,1,0,27,6,1,131072,2359296,0.05555555555555555,0.17025076709852627,0.009458375949918125
random,decoder_stack.layers.10.ffn1#r1c1,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,1,1,28,6,1,131072,2359296,0.05555555555555555,0.17025076709852627,0.009458375949918125
random,decoder_stack.layers.10.ffn1#r1c2,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,1,2,29,6,1,131072,2359296,0.05555555555555555,0.17025076709852627,0.009458375949918125
random,decoder_stack.layers.10.ffn1#r1c3,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,1,3,30,6,1,131072,2359296,0.05555555555555555,0.17025076709852627,0.009458375949918125
random,decoder_stack.layers.10.ffn1#r1c4,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,1,4,31,6,1,131072,2359296,0.05555555555555555,0.17025076709852627,0.009458375949918125
random,decoder_stack.layers.10.ffn1#r1c5,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,1,5,32,6,1,131072,2359296,0.05555555555555555,0.17025076709852627,0.009458375949918125
random,decoder_stack.layers.10.ffn2#r0c0,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,0,0,38,6,1,262144,2359296,0.1111111111111111,0.2595205051088385,0.028835611678759834
random,decoder_stack.layers.10.ffn2#r0c1,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,0,1,39,6,1,131072,2359296,0.05555555555555555,0.2595205051088385,0.014417805839379917
random,decoder_stack.layers.10.ffn2#r1c0,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,1,0,41,6,1,262144,2359296,0.1111111111111111,0.2595205051088385,0.028835611678759834
random,decoder_stack.layers.10.ffn2#r1c1,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,1,1,42,6,1,131072,2359296,0.05555555555555555,0.2595205051088385,0.014417805839379917
random,decoder_stack.layers.10.ffn2#r2c0,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,2,0,43,6,1,262144,2359296,0.1111111111111111,0.2595205051088385,0.028835611678759834
random,decoder_stack.layers.10.ffn2#r2c1,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,2,1,44,6,1,131072,2359296,0.05555555555555555,0.2595205051088385,0.014417805839379917
random,decoder_stack.layers.10.ffn2#r3c0,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,3,0,47,6,1,262144,2359296,0.1111111111111111,0.2595205051088385,0.028835611678759834
random,decoder_stack.layers.10.ffn2#r3c1,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,3,1,48,6,1,131072,2359296,0.05555555555555555,0.2595205051088385,0.014417805839379917
random,decoder_stack.layers.10.ffn2#r4c0,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,4,0,49,6,1,262144,2359296,0.1111111111111111,0.2595205051088385,0.028835611678759834
random,decoder_stack.layers.10.ffn2#r4c1,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,4,1,50,6,1,131072,2359296,0.05555555555555555,0.2595205051088385,0.014417805839379917
random,decoder_stack.layers.10.ffn2#r5c0,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,5,0,51,6,1,262144,2359296,0.1111111111111111,0.2595205051088385,0.028835611678759834
random,decoder_stack.layers.10.ffn2#r5c1,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,5,1,52,6,1,131072,2359296,0.05555555555555555,0.2595205051088385,0.014417805839379917
random,decoder_stack.layers.11.out_proj#r0c0,block_11/attn.c_proj,block_11,attn.c_proj,1101,0,0,23,6,1,262144,589824,0.4444444444444444,2.9907660444839586,1.3292293531039816
random,decoder_stack.layers.11.out_proj#r0c1,block_11/attn.c_proj,block_11,attn.c_proj,1101,0,1,25,6,1,131072,589824,0.2222222222222222,2.9907660444839586,0.6646146765519908
random,decoder_stack.layers.11.out_proj#r1c0,block_11/attn.c_proj,block_11,attn.c_proj,1101,1,0,7,6,1,131072,589824,0.2222222222222222,2.9907660444839586,0.6646146765519908
random,decoder_stack.layers.11.out_proj#r1c1,block_11/attn.c_proj,block_11,attn.c_proj,1101,1,1,22,6,1,65536,589824,0.1111111111111111,2.9907660444839586,0.3323073382759954
random,decoder_stack.layers.11.ffn1#r0c0,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,0,0,43,7,1,262144,2359296,0.1111111111111111,-0.03262063810065641,-0.003624515344517378
random,decoder_stack.layers.11.ffn1#r0c1,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,0,1,44,7,1,262144,2359296,0.1111111111111111,-0.03262063810065641,-0.003624515344517378
random,decoder_stack.layers.11.ffn1#r0c2,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,0,2,47,7,1,262144,2359296,0.1111111111111111,-0.03262063810065641,-0.003624515344517378
random,decoder_stack.layers.11.ffn1#r0c3,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,0,3,48,7,1,262144,2359296,0.1111111111111111,-0.03262063810065641,-0.003624515344517378
random,decoder_stack.layers.11.ffn1#r0c4,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,0,4,49,7,1,262144,2359296,0.1111111111111111,-0.03262063810065641,-0.003624515344517378
random,decoder_stack.layers.11.ffn1#r0c5,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,0,5,50,7,1,262144,2359296,0.1111111111111111,-0.03262063810065641,-0.003624515344517378
random,decoder_stack.layers.11.ffn1#r1c0,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,1,0,51,7,1,131072,2359296,0.05555555555555555,-0.03262063810065641,-0.001812257672258689
random,decoder_stack.layers.11.ffn1#r1c1,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,1,1,52,7,1,131072,2359296,0.05555555555555555,-0.03262063810065641,-0.001812257672258689
random,decoder_stack.layers.11.ffn1#r1c2,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,1,2,53,7,1,131072,2359296,0.05555555555555555,-0.03262063810065641,-0.001812257672258689
random,decoder_stack.layers.11.ffn1#r1c3,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,1,3,54,7,1,131072,2359296,0.05555555555555555,-0.03262063810065641,-0.001812257672258689
random,decoder_stack.layers.11.ffn1#r1c4,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,1,4,55,7,1,131072,2359296,0.05555555555555555,-0.03262063810065641,-0.001812257672258689
random,decoder_stack.layers.11.ffn1#r1c5,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,1,5,56,7,1,131072,2359296,0.05555555555555555,-0.03262063810065641,-0.001812257672258689
random,decoder_stack.layers.11.ffn2#r0c0,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,0,0,2,12,1,262144,2359296,0.1111111111111111,1.0386402986309164,0.11540447762565738
random,decoder_stack.layers.11.ffn2#r0c1,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,0,1,3,12,1,131072,2359296,0.05555555555555555,1.0386402986309164,0.05770223881282869
random,decoder_stack.layers.11.ffn2#r1c0,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,1,0,4,12,1,262144,2359296,0.1111111111111111,1.0386402986309164,0.11540447762565738
random,decoder_stack.layers.11.ffn2#r1c1,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,1,1,5,12,1,131072,2359296,0.05555555555555555,1.0386402986309164,0.05770223881282869
random,decoder_stack.layers.11.ffn2#r2c0,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,2,0,6,12,1,262144,2359296,0.1111111111111111,1.0386402986309164,0.11540447762565738
random,decoder_stack.layers.11.ffn2#r2c1,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,2,1,8,12,1,131072,2359296,0.05555555555555555,1.0386402986309164,0.05770223881282869
random,decoder_stack.layers.11.ffn2#r3c0,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,3,0,10,12,1,262144,2359296,0.1111111111111111,1.0386402986309164,0.11540447762565738
random,decoder_stack.layers.11.ffn2#r3c1,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,3,1,11,12,1,131072,2359296,0.05555555555555555,1.0386402986309164,0.05770223881282869
random,decoder_stack.layers.11.ffn2#r4c0,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,4,0,12,12,1,262144,2359296,0.1111111111111111,1.0386402986309164,0.11540447762565738
random,decoder_stack.layers.11.ffn2#r4c1,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,4,1,13,12,1,131072,2359296,0.05555555555555555,1.0386402986309164,0.05770223881282869
random,decoder_stack.layers.11.ffn2#r5c0,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,5,0,14,12,1,262144,2359296,0.1111111111111111,1.0386402986309164,0.11540447762565738
random,decoder_stack.layers.11.ffn2#r5c1,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,5,1,15,12,1,131072,2359296,0.05555555555555555,1.0386402986309164,0.05770223881282869
random,lm_head#r0c0,head/lm_head,head,lm_head,1000004,0,0,4,8,1,262144,38597376,0.006791757035504175,0.0,0.0
random,lm_head#r0c1,head/lm_head,head,lm_head,1000004,0,1,5,8,1,262144,38597376,0.006791757035504175,0.0,0.0
random,lm_head#r0c2,head/lm_head,head,lm_head,1000004,0,2,6,8,1,262144,38597376,0.006791757035504175,0.0,0.0
random,lm_head#r0c3,head/lm_head,head,lm_head,1000004,0,3,8,8,1,262144,38597376,0.006791757035504175,0.0,0.0
random,lm_head#r0c4,head/lm_head,head,lm_head,1000004,0,4,10,8,1,262144,38597376,0.006791757035504175,0.0,0.0
random,lm_head#r0c5,head/lm_head,head,lm_head,1000004,0,5,11,8,1,262144,38597376,0.006791757035504175,0.0,0.0
random,lm_head#r0c6,head/lm_head,head,lm_head,1000004,0,6,12,8,1,262144,38597376,0.006791757035504175,0.0,0.0
random,lm_head#r0c7,head/lm_head,head,lm_head,1000004,0,7,13,8,1,262144,38597376,0.006791757035504175,0.0,0.0
random,lm_head#r0c8,head/lm_head,head,lm_head,1000004,0,8,14,8,1,262144,38597376,0.006791757035504175,0.0,0.0
random,lm_head#r0c9,head/lm_head,head,lm_head,1000004,0,9,15,8,1,262144,38597376,0.006791757035504175,0.0,0.0
random,lm_head#r0c10,head/lm_head,head,lm_head,1000004,0,10,16,8,1,262144,38597376,0.006791757035504175,0.0,0.0
random,lm_head#r0c11,head/lm_head,head,lm_head,1000004,0,11,17,8,1,262144,38597376,0.006791757035504175,0.0,0.0
random,lm_head#r0c12,head/lm_head,head,lm_head,1000004,0,12,42,8,1,262144,38597376,0.006791757035504175,0.0,0.0
random,lm_head#r0c13,head/lm_head,head,lm_head,1000004,0,13,31,8,1,262144,38597376,0.006791757035504175,0.0,0.0
random,lm_head#r0c14,head/lm_head,head,lm_head,1000004,0,14,16,9,1,262144,38597376,0.006791757035504175,0.0,0.0
random,lm_head#r0c15,head/lm_head,head,lm_head,1000004,0,15,21,8,1,262144,38597376,0.006791757035504175,0.0,0.0
random,lm_head#r0c16,head/lm_head,head,lm_head,1000004,0,16,36,8,1,262144,38597376,0.006791757035504175,0.0,0.0
random,lm_head#r0c17,head/lm_head,head,lm_head,1000004,0,17,41,8,1,262144,38597376,0.006791757035504175,0.0,0.0
random,lm_head#r0c18,head/lm_head,head,lm_head,1000004,0,18,29,8,1,262144,38597376,0.006791757035504175,0.0,0.0
