policy,module_name,shard_id,projection_id,block_id,projection_name,execution_index,tile_id,tier_start,tiers_used,used_rows,used_cols,weights_in_shard,group_total_weights,module_num_weights,shard_weight,sensitivity_score,shard_importance,utilization
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r14c0,embedding/token_embedding,embedding,token_embedding,-100,28,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r14c1,embedding/token_embedding,embedding,token_embedding,-100,29,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r15c0,embedding/token_embedding,embedding,token_embedding,-100,30,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r15c1,embedding/token_embedding,embedding,token_embedding,-100,31,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r16c0,embedding/token_embedding,embedding,token_embedding,-100,32,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r16c1,embedding/token_embedding,embedding,token_embedding,-100,33,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r17c0,embedding/token_embedding,embedding,token_embedding,-100,34,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r17c1,embedding/token_embedding,embedding,token_embedding,-100,35,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r18c0,embedding/token_embedding,embedding,token_embedding,-100,36,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r18c1,embedding/token_embedding,embedding,token_embedding,-100,37,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r19c0,embedding/token_embedding,embedding,token_embedding,-100,38,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r19c1,embedding/token_embedding,embedding,token_embedding,-100,39,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r20c0,embedding/token_embedding,embedding,token_embedding,-100,40,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r20c1,embedding/token_embedding,embedding,token_embedding,-100,41,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r21c0,embedding/token_embedding,embedding,token_embedding,-100,42,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r21c1,embedding/token_embedding,embedding,token_embedding,-100,43,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r22c0,embedding/token_embedding,embedding,token_embedding,-100,44,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r22c1,embedding/token_embedding,embedding,token_embedding,-100,45,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r23c0,embedding/token_embedding,embedding,token_embedding,-100,46,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r23c1,embedding/token_embedding,embedding,token_embedding,-100,47,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r24c0,embedding/token_embedding,embedding,token_embedding,-100,48,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
