policy,module_name,shard_id,projection_id,block_id,projection_name,execution_index,row_shard_index,col_shard_index,sim_input_start,sim_input_end,sim_output_start,sim_output_end,tile_id,tier_start,tiers_used,used_rows,used_cols,weights_in_shard,weights_in_projection,shard_weight,sensitivity_score,sensitivity_score_unit,sensitivity_reference_noise_std,shard_importance
sequential,decoder_stack.layers.9.k_proj_out,decoder_stack.layers.9.k_proj_out#r1c1,block_10/attn.c_attn,block_10,attn.c_attn,1000,1,1,512,768,512,768,55,4,1,256,256,65536,1769472,0.037037037037037035,0.34922918322590063,delta_ppl_total,0.023,0.012934414193551874
sequential,decoder_stack.layers.9.v_proj_out,decoder_stack.layers.9.v_proj_out#r0c0,block_10/attn.c_attn,block_10,attn.c_attn,1000,0,0,0,512,0,512,56,4,1,512,512,262144,1769472,0.14814814814814814,0.34922918322590063,delta_ppl_total,0.023,0.0517376567742075
sequential,decoder_stack.layers.9.v_proj_out,decoder_stack.layers.9.v_proj_out#r0c1,block_10/attn.c_attn,block_10,attn.c_attn,1000,0,1,0,512,512,768,57,4,1,512,256,131072,1769472,0.07407407407407407,0.34922918322590063,delta_ppl_total,0.023,0.02586882838710375
sequential,decoder_stack.layers.9.v_proj_out,decoder_stack.layers.9.v_proj_out#r1c0,block_10/attn.c_attn,block_10,attn.c_attn,1000,1,0,512,768,0,512,58,4,1,256,512,131072,1769472,0.07407407407407407,0.34922918322590063,delta_ppl_total,0.023,0.02586882838710375
sequential,decoder_stack.layers.9.v_proj_out,decoder_stack.layers.9.v_proj_out#r1c1,block_10/attn.c_attn,block_10,attn.c_attn,1000,1,1,512,768,512,768,59,4,1,256,256,65536,1769472,0.037037037037037035,0.34922918322590063,delta_ppl_total,0.023,0.012934414193551874
sequential,decoder_stack.layers.9.out_proj,decoder_stack.layers.9.out_proj#r0c0,block_9/attn.c_proj,block_9,attn.c_proj,901,0,0,0,512,0,512,60,4,1,512,512,262144,589824,0.4444444444444444,0.07932276241515837,delta_ppl_total,0.023,0.03525456107340372
sequential,decoder_stack.layers.9.out_proj,decoder_stack.layers.9.out_proj#r0c1,block_9/attn.c_proj,block_9,attn.c_proj,901,0,1,0,512,512,768,61,4,1,512,256,131072,589824,0.2222222222222222,0.07932276241515837,delta_ppl_total,0.023,0.01762728053670186
sequential,decoder_stack.layers.9.out_proj,decoder_stack.layers.9.out_proj#r1c0,block_9/attn.c_proj,block_9,attn.c_proj,901,1,0,512,768,0,512,62,4,1,256,512,131072,589824,0.2222222222222222,0.07932276241515837,delta_ppl_total,0.023,0.01762728053670186
sequential,decoder_stack.layers.9.out_proj,decoder_stack.layers.9.out_proj#r1c1,block_9/attn.c_proj,block_9,attn.c_proj,901,1,1,512,768,512,768,63,4,1,256,256,65536,589824,0.1111111111111111,0.07932276241515837,delta_ppl_total,0.023,0.00881364026835093
sequential,decoder_stack.layers.9.ffn1,decoder_stack.layers.9.ffn1#r0c0,block_9/mlp.c_fc,block_9,mlp.c_fc,902,0,0,0,512,0,512,64,4,1,512,512,262144,2359296,0.1111111111111111,0.09996776778339864,delta_ppl_total,0.023,0.01110752975371096
sequential,decoder_stack.layers.9.ffn1,decoder_stack.layers.9.ffn1#r0c1,block_9/mlp.c_fc,block_9,mlp.c_fc,902,0,1,0,512,512,1024,65,4,1,512,512,262144,2359296,0.1111111111111111,0.09996776778339864,delta_ppl_total,0.023,0.01110752975371096
sequential,decoder_stack.layers.9.ffn1,decoder_stack.layers.9.ffn1#r0c2,block_9/mlp.c_fc,block_9,mlp.c_fc,902,0,2,0,512,1024,1536,66,4,1,512,512,262144,2359296,0.1111111111111111,0.09996776778339864,delta_ppl_total,0.023,0.01110752975371096
sequential,decoder_stack.layers.9.ffn1,decoder_stack.layers.9.ffn1#r0c3,block_9/mlp.c_fc,block_9,mlp.c_fc,902,0,3,0,512,1536,2048,67,4,1,512,512,262144,2359296,0.1111111111111111,0.09996776778339864,delta_ppl_total,0.023,0.01110752975371096
sequential,decoder_stack.layers.9.ffn1,decoder_stack.layers.9.ffn1#r0c4,block_9/mlp.c_fc,block_9,mlp.c_fc,902,0,4,0,512,2048,2560,68,4,1,512,512,262144,2359296,0.1111111111111111,0.09996776778339864,delta_ppl_total,0.023,0.01110752975371096
sequential,decoder_stack.layers.9.ffn1,decoder_stack.layers.9.ffn1#r0c5,block_9/mlp.c_fc,block_9,mlp.c_fc,902,0,5,0,512,2560,3072,69,4,1,512,512,262144,2359296,0.1111111111111111,0.09996776778339864,delta_ppl_total,0.023,0.01110752975371096
sequential,decoder_stack.layers.9.ffn1,decoder_stack.layers.9.ffn1#r1c0,block_9/mlp.c_fc,block_9,mlp.c_fc,902,1,0,512,768,0,512,70,4,1,256,512,131072,2359296,0.05555555555555555,0.09996776778339864,delta_ppl_total,0.023,0.00555376487685548
sequential,decoder_stack.layers.9.ffn1,decoder_stack.layers.9.ffn1#r1c1,block_9/mlp.c_fc,block_9,mlp.c_fc,902,1,1,512,768,512,1024,71,4,1,256,512,131072,2359296,0.05555555555555555,0.09996776778339864,delta_ppl_total,0.023,0.00555376487685548
sequential,decoder_stack.layers.9.ffn1,decoder_stack.layers.9.ffn1#r1c2,block_9/mlp.c_fc,block_9,mlp.c_fc,902,1,2,512,768,1024,1536,12,5,1,256,512,131072,2359296,0.05555555555555555,0.09996776778339864,delta_ppl_total,0.023,0.00555376487685548
sequential,decoder_stack.layers.9.ffn1,decoder_stack.layers.9.ffn1#r1c3,block_9/mlp.c_fc,block_9,mlp.c_fc,902,1,3,512,768,1536,2048,13,5,1,256,512,131072,2359296,0.05555555555555555,0.09996776778339864,delta_ppl_total,0.023,0.00555376487685548
sequential,decoder_stack.layers.9.ffn1,decoder_stack.layers.9.ffn1#r1c4,block_9/mlp.c_fc,block_9,mlp.c_fc,902,1,4,512,768,2048,2560,14,5,1,256,512,131072,2359296,0.05555555555555555,0.09996776778339864,delta_ppl_total,0.023,0.00555376487685548
sequential,decoder_stack.layers.9.ffn1,decoder_stack.layers.9.ffn1#r1c5,block_9/mlp.c_fc,block_9,mlp.c_fc,902,1,5,512,768,2560,3072,15,5,1,256,512,131072,2359296,0.05555555555555555,0.09996776778339864,delta_ppl_total,0.023,0.00555376487685548
sequential,decoder_stack.layers.9.ffn2,decoder_stack.layers.9.ffn2#r0c0,block_9/mlp.c_proj,block_9,mlp.c_proj,903,0,0,0,512,0,512,16,5,1,512,512,262144,2359296,0.1111111111111111,0.09405108743310323,delta_ppl_total,0.023,0.010450120825900357
sequential,decoder_stack.layers.9.ffn2,decoder_stack.layers.9.ffn2#r0c1,block_9/mlp.c_proj,block_9,mlp.c_proj,903,0,1,0,512,512,768,17,5,1,512,256,131072,2359296,0.05555555555555555,0.09405108743310323,delta_ppl_total,0.023,0.0052250604129501785
sequential,decoder_stack.layers.9.ffn2,decoder_stack.layers.9.ffn2#r1c0,block_9/mlp.c_proj,block_9,mlp.c_proj,903,1,0,512,1024,0,512,18,5,1,512,512,262144,2359296,0.1111111111111111,0.09405108743310323,delta_ppl_total,0.023,0.010450120825900357
sequential,decoder_stack.layers.9.ffn2,decoder_stack.layers.9.ffn2#r1c1,block_9/mlp.c_proj,block_9,mlp.c_proj,903,1,1,512,1024,512,768,19,5,1,512,256,131072,2359296,0.05555555555555555,0.09405108743310323,delta_ppl_total,0.023,0.0052250604129501785
sequential,decoder_stack.layers.9.ffn2,decoder_stack.layers.9.ffn2#r2c0,block_9/mlp.c_proj,block_9,mlp.c_proj,903,2,0,1024,1536,0,512,20,5,1,512,512,262144,2359296,0.1111111111111111,0.09405108743310323,delta_ppl_total,0.023,0.010450120825900357
sequential,decoder_stack.layers.9.ffn2,decoder_stack.layers.9.ffn2#r2c1,block_9/mlp.c_proj,block_9,mlp.c_proj,903,2,1,1024,1536,512,768,21,5,1,512,256,131072,2359296,0.05555555555555555,0.09405108743310323,delta_ppl_total,0.023,0.0052250604129501785
sequential,decoder_stack.layers.9.ffn2,decoder_stack.layers.9.ffn2#r3c0,block_9/mlp.c_proj,block_9,mlp.c_proj,903,3,0,1536,2048,0,512,22,5,1,512,512,262144,2359296,0.1111111111111111,0.09405108743310323,delta_ppl_total,0.023,0.010450120825900357
sequential,decoder_stack.layers.9.ffn2,decoder_stack.layers.9.ffn2#r3c1,block_9/mlp.c_proj,block_9,mlp.c_proj,903,3,1,1536,2048,512,768,23,5,1,512,256,131072,2359296,0.05555555555555555,0.09405108743310323,delta_ppl_total,0.023,0.0052250604129501785
sequential,decoder_stack.layers.9.ffn2,decoder_stack.layers.9.ffn2#r4c0,block_9/mlp.c_proj,block_9,mlp.c_proj,903,4,0,2048,2560,0,512,24,5,1,512,512,262144,2359296,0.1111111111111111,0.09405108743310323,delta_ppl_total,0.023,0.010450120825900357
sequential,decoder_stack.layers.9.ffn2,decoder_stack.layers.9.ffn2#r4c1,block_9/mlp.c_proj,block_9,mlp.c_proj,903,4,1,2048,2560,512,768,25,5,1,512,256,131072,2359296,0.05555555555555555,0.09405108743310323,delta_ppl_total,0.023,0.0052250604129501785
sequential,decoder_stack.layers.9.ffn2,decoder_stack.layers.9.ffn2#r5c0,block_9/mlp.c_proj,block_9,mlp.c_proj,903,5,0,2560,3072,0,512,26,5,1,512,512,262144,2359296,0.1111111111111111,0.09405108743310323,delta_ppl_total,0.023,0.010450120825900357
sequential,decoder_stack.layers.9.ffn2,decoder_stack.layers.9.ffn2#r5c1,block_9/mlp.c_proj,block_9,mlp.c_proj,903,5,1,2560,3072,512,768,27,5,1,512,256,131072,2359296,0.05555555555555555,0.09405108743310323,delta_ppl_total,0.023,0.0052250604129501785
sequential,decoder_stack.layers.10.q_proj_out,decoder_stack.layers.10.q_proj_out#r0c0,block_11/attn.c_attn,block_11,attn.c_attn,1100,0,0,0,512,0,512,28,5,1,512,512,262144,1769472,0.14814814814814814,0.6174618228869562,delta_ppl_total,0.023,0.0914758256128824
sequential,decoder_stack.layers.10.q_proj_out,decoder_stack.layers.10.q_proj_out#r0c1,block_11/attn.c_attn,block_11,attn.c_attn,1100,0,1,0,512,512,768,29,5,1,512,256,131072,1769472,0.07407407407407407,0.6174618228869562,delta_ppl_total,0.023,0.0457379128064412
sequential,decoder_stack.layers.10.q_proj_out,decoder_stack.layers.10.q_proj_out#r1c0,block_11/attn.c_attn,block_11,attn.c_attn,1100,1,0,512,768,0,512,30,5,1,256,512,131072,1769472,0.07407407407407407,0.6174618228869562,delta_ppl_total,0.023,0.0457379128064412
sequential,decoder_stack.layers.10.q_proj_out,decoder_stack.layers.10.q_proj_out#r1c1,block_11/attn.c_attn,block_11,attn.c_attn,1100,1,1,512,768,512,768,31,5,1,256,256,65536,1769472,0.037037037037037035,0.6174618228869562,delta_ppl_total,0.023,0.0228689564032206
sequential,decoder_stack.layers.10.k_proj_out,decoder_stack.layers.10.k_proj_out#r0c0,block_11/attn.c_attn,block_11,attn.c_attn,1100,0,0,0,512,0,512,32,5,1,512,512,262144,1769472,0.14814814814814814,0.6174618228869562,delta_ppl_total,0.023,0.0914758256128824
sequential,decoder_stack.layers.10.k_proj_out,decoder_stack.layers.10.k_proj_out#r0c1,block_11/attn.c_attn,block_11,attn.c_attn,1100,0,1,0,512,512,768,33,5,1,512,256,131072,1769472,0.07407407407407407,0.6174618228869562,delta_ppl_total,0.023,0.0457379128064412
sequential,decoder_stack.layers.10.k_proj_out,decoder_stack.layers.10.k_proj_out#r1c0,block_11/attn.c_attn,block_11,attn.c_attn,1100,1,0,512,768,0,512,34,5,1,256,512,131072,1769472,0.07407407407407407,0.6174618228869562,delta_ppl_total,0.023,0.0457379128064412
sequential,decoder_stack.layers.10.k_proj_out,decoder_stack.layers.10.k_proj_out#r1c1,block_11/attn.c_attn,block_11,attn.c_attn,1100,1,1,512,768,512,768,35,5,1,256,256,65536,1769472,0.037037037037037035,0.6174618228869562,delta_ppl_total,0.023,0.0228689564032206
sequential,decoder_stack.layers.10.v_proj_out,decoder_stack.layers.10.v_proj_out#r0c0,block_11/attn.c_attn,block_11,attn.c_attn,1100,0,0,0,512,0,512,36,5,1,512,512,262144,1769472,0.14814814814814814,0.6174618228869562,delta_ppl_total,0.023,0.0914758256128824
sequential,decoder_stack.layers.10.v_proj_out,decoder_stack.layers.10.v_proj_out#r0c1,block_11/attn.c_attn,block_11,attn.c_attn,1100,0,1,0,512,512,768,37,5,1,512,256,131072,1769472,0.07407407407407407,0.6174618228869562,delta_ppl_total,0.023,0.0457379128064412
sequential,decoder_stack.layers.10.v_proj_out,decoder_stack.layers.10.v_proj_out#r1c0,block_11/attn.c_attn,block_11,attn.c_attn,1100,1,0,512,768,0,512,38,5,1,256,512,131072,1769472,0.07407407407407407,0.6174618228869562,delta_ppl_total,0.023,0.0457379128064412
sequential,decoder_stack.layers.10.v_proj_out,decoder_stack.layers.10.v_proj_out#r1c1,block_11/attn.c_attn,block_11,attn.c_attn,1100,1,1,512,768,512,768,39,5,1,256,256,65536,1769472,0.037037037037037035,0.6174618228869562,delta_ppl_total,0.023,0.0228689564032206
sequential,decoder_stack.layers.10.out_proj,decoder_stack.layers.10.out_proj#r0c0,block_10/attn.c_proj,block_10,attn.c_proj,1001,0,0,0,512,0,512,40,5,1,512,512,262144,589824,0.4444444444444444,0.1523851956705819,delta_ppl_total,0.023,0.06772675363136973
sequential,decoder_stack.layers.10.out_proj,decoder_stack.layers.10.out_proj#r0c1,block_10/attn.c_proj,block_10,attn.c_proj,1001,0,1,0,512,512,768,41,5,1,512,256,131072,589824,0.2222222222222222,0.1523851956705819,delta_ppl_total,0.023,0.03386337681568487
sequential,decoder_stack.layers.10.out_proj,decoder_stack.layers.10.out_proj#r1c0,block_10/attn.c_proj,block_10,attn.c_proj,1001,1,0,512,768,0,512,42,5,1,256,512,131072,589824,0.2222222222222222,0.1523851956705819,delta_ppl_total,0.023,0.03386337681568487
sequential,decoder_stack.layers.10.out_proj,decoder_stack.layers.10.out_proj#r1c1,block_10/attn.c_proj,block_10,attn.c_proj,1001,1,1,512,768,512,768,43,5,1,256,256,65536,589824,0.1111111111111111,0.1523851956705819,delta_ppl_total,0.023,0.016931688407842434
sequential,decoder_stack.layers.10.ffn1,decoder_stack.layers.10.ffn1#r0c0,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,0,0,0,512,0,512,44,5,1,512,512,262144,2359296,0.1111111111111111,0.16039026530300332,delta_ppl_total,0.023,0.01782114058922259
sequential,decoder_stack.layers.10.ffn1,decoder_stack.layers.10.ffn1#r0c1,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,0,1,0,512,512,1024,45,5,1,512,512,262144,2359296,0.1111111111111111,0.16039026530300332,delta_ppl_total,0.023,0.01782114058922259
sequential,decoder_stack.layers.10.ffn1,decoder_stack.layers.10.ffn1#r0c2,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,0,2,0,512,1024,1536,46,5,1,512,512,262144,2359296,0.1111111111111111,0.16039026530300332,delta_ppl_total,0.023,0.01782114058922259
sequential,decoder_stack.layers.10.ffn1,decoder_stack.layers.10.ffn1#r0c3,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,0,3,0,512,1536,2048,47,5,1,512,512,262144,2359296,0.1111111111111111,0.16039026530300332,delta_ppl_total,0.023,0.01782114058922259
sequential,decoder_stack.layers.10.ffn1,decoder_stack.layers.10.ffn1#r0c4,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,0,4,0,512,2048,2560,48,5,1,512,512,262144,2359296,0.1111111111111111,0.16039026530300332,delta_ppl_total,0.023,0.01782114058922259
sequential,decoder_stack.layers.10.ffn1,decoder_stack.layers.10.ffn1#r0c5,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,0,5,0,512,2560,3072,49,5,1,512,512,262144,2359296,0.1111111111111111,0.16039026530300332,delta_ppl_total,0.023,0.01782114058922259
sequential,decoder_stack.layers.10.ffn1,decoder_stack.layers.10.ffn1#r1c0,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,1,0,512,768,0,512,50,5,1,256,512,131072,2359296,0.05555555555555555,0.16039026530300332,delta_ppl_total,0.023,0.008910570294611295
sequential,decoder_stack.layers.10.ffn1,decoder_stack.layers.10.ffn1#r1c1,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,1,1,512,768,512,1024,51,5,1,256,512,131072,2359296,0.05555555555555555,0.16039026530300332,delta_ppl_total,0.023,0.008910570294611295
sequential,decoder_stack.layers.10.ffn1,decoder_stack.layers.10.ffn1#r1c2,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,1,2,512,768,1024,1536,52,5,1,256,512,131072,2359296,0.05555555555555555,0.16039026530300332,delta_ppl_total,0.023,0.008910570294611295
sequential,decoder_stack.layers.10.ffn1,decoder_stack.layers.10.ffn1#r1c3,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,1,3,512,768,1536,2048,53,5,1,256,512,131072,2359296,0.05555555555555555,0.16039026530300332,delta_ppl_total,0.023,0.008910570294611295
sequential,decoder_stack.layers.10.ffn1,decoder_stack.layers.10.ffn1#r1c4,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,1,4,512,768,2048,2560,54,5,1,256,512,131072,2359296,0.05555555555555555,0.16039026530300332,delta_ppl_total,0.023,0.008910570294611295
sequential,decoder_stack.layers.10.ffn1,decoder_stack.layers.10.ffn1#r1c5,block_10/mlp.c_fc,block_10,mlp.c_fc,1002,1,5,512,768,2560,3072,55,5,1,256,512,131072,2359296,0.05555555555555555,0.16039026530300332,delta_ppl_total,0.023,0.008910570294611295
sequential,decoder_stack.layers.10.ffn2,decoder_stack.layers.10.ffn2#r0c0,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,0,0,0,512,0,512,56,5,1,512,512,262144,2359296,0.1111111111111111,0.2773485940542365,delta_ppl_total,0.023,0.03081651045047072
sequential,decoder_stack.layers.10.ffn2,decoder_stack.layers.10.ffn2#r0c1,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,0,1,0,512,512,768,57,5,1,512,256,131072,2359296,0.05555555555555555,0.2773485940542365,delta_ppl_total,0.023,0.01540825522523536
sequential,decoder_stack.layers.10.ffn2,decoder_stack.layers.10.ffn2#r1c0,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,1,0,512,1024,0,512,58,5,1,512,512,262144,2359296,0.1111111111111111,0.2773485940542365,delta_ppl_total,0.023,0.03081651045047072
sequential,decoder_stack.layers.10.ffn2,decoder_stack.layers.10.ffn2#r1c1,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,1,1,512,1024,512,768,59,5,1,512,256,131072,2359296,0.05555555555555555,0.2773485940542365,delta_ppl_total,0.023,0.01540825522523536
sequential,decoder_stack.layers.10.ffn2,decoder_stack.layers.10.ffn2#r2c0,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,2,0,1024,1536,0,512,60,5,1,512,512,262144,2359296,0.1111111111111111,0.2773485940542365,delta_ppl_total,0.023,0.03081651045047072
sequential,decoder_stack.layers.10.ffn2,decoder_stack.layers.10.ffn2#r2c1,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,2,1,1024,1536,512,768,61,5,1,512,256,131072,2359296,0.05555555555555555,0.2773485940542365,delta_ppl_total,0.023,0.01540825522523536
sequential,decoder_stack.layers.10.ffn2,decoder_stack.layers.10.ffn2#r3c0,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,3,0,1536,2048,0,512,62,5,1,512,512,262144,2359296,0.1111111111111111,0.2773485940542365,delta_ppl_total,0.023,0.03081651045047072
sequential,decoder_stack.layers.10.ffn2,decoder_stack.layers.10.ffn2#r3c1,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,3,1,1536,2048,512,768,63,5,1,512,256,131072,2359296,0.05555555555555555,0.2773485940542365,delta_ppl_total,0.023,0.01540825522523536
sequential,decoder_stack.layers.10.ffn2,decoder_stack.layers.10.ffn2#r4c0,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,4,0,2048,2560,0,512,64,5,1,512,512,262144,2359296,0.1111111111111111,0.2773485940542365,delta_ppl_total,0.023,0.03081651045047072
sequential,decoder_stack.layers.10.ffn2,decoder_stack.layers.10.ffn2#r4c1,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,4,1,2048,2560,512,768,65,5,1,512,256,131072,2359296,0.05555555555555555,0.2773485940542365,delta_ppl_total,0.023,0.01540825522523536
sequential,decoder_stack.layers.10.ffn2,decoder_stack.layers.10.ffn2#r5c0,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,5,0,2560,3072,0,512,66,5,1,512,512,262144,2359296,0.1111111111111111,0.2773485940542365,delta_ppl_total,0.023,0.03081651045047072
sequential,decoder_stack.layers.10.ffn2,decoder_stack.layers.10.ffn2#r5c1,block_10/mlp.c_proj,block_10,mlp.c_proj,1003,5,1,2560,3072,512,768,67,5,1,512,256,131072,2359296,0.05555555555555555,0.2773485940542365,delta_ppl_total,0.023,0.01540825522523536
sequential,decoder_stack.layers.11.out_proj,decoder_stack.layers.11.out_proj#r0c0,block_11/attn.c_proj,block_11,attn.c_proj,1101,0,0,0,512,0,512,68,5,1,512,512,262144,589824,0.4444444444444444,2.932298648175034,delta_ppl_total,0.023,1.3032438436333484
sequential,decoder_stack.layers.11.out_proj,decoder_stack.layers.11.out_proj#r0c1,block_11/attn.c_proj,block_11,attn.c_proj,1101,0,1,0,512,512,768,69,5,1,512,256,131072,589824,0.2222222222222222,2.932298648175034,delta_ppl_total,0.023,0.6516219218166742
sequential,decoder_stack.layers.11.out_proj,decoder_stack.layers.11.out_proj#r1c0,block_11/attn.c_proj,block_11,attn.c_proj,1101,1,0,512,768,0,512,70,5,1,256,512,131072,589824,0.2222222222222222,2.932298648175034,delta_ppl_total,0.023,0.6516219218166742
sequential,decoder_stack.layers.11.out_proj,decoder_stack.layers.11.out_proj#r1c1,block_11/attn.c_proj,block_11,attn.c_proj,1101,1,1,512,768,512,768,71,5,1,256,256,65536,589824,0.1111111111111111,2.932298648175034,delta_ppl_total,0.023,0.3258109609083371
sequential,decoder_stack.layers.11.ffn1,decoder_stack.layers.11.ffn1#r0c0,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,0,0,0,512,0,512,12,6,1,512,512,262144,2359296,0.1111111111111111,-0.04357328966926133,delta_ppl_total,0.023,-0.004841476629917925
sequential,decoder_stack.layers.11.ffn1,decoder_stack.layers.11.ffn1#r0c1,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,0,1,0,512,512,1024,13,6,1,512,512,262144,2359296,0.1111111111111111,-0.04357328966926133,delta_ppl_total,0.023,-0.004841476629917925
sequential,decoder_stack.layers.11.ffn1,decoder_stack.layers.11.ffn1#r0c2,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,0,2,0,512,1024,1536,14,6,1,512,512,262144,2359296,0.1111111111111111,-0.04357328966926133,delta_ppl_total,0.023,-0.004841476629917925
sequential,decoder_stack.layers.11.ffn1,decoder_stack.layers.11.ffn1#r0c3,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,0,3,0,512,1536,2048,15,6,1,512,512,262144,2359296,0.1111111111111111,-0.04357328966926133,delta_ppl_total,0.023,-0.004841476629917925
sequential,decoder_stack.layers.11.ffn1,decoder_stack.layers.11.ffn1#r0c4,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,0,4,0,512,2048,2560,16,6,1,512,512,262144,2359296,0.1111111111111111,-0.04357328966926133,delta_ppl_total,0.023,-0.004841476629917925
sequential,decoder_stack.layers.11.ffn1,decoder_stack.layers.11.ffn1#r0c5,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,0,5,0,512,2560,3072,17,6,1,512,512,262144,2359296,0.1111111111111111,-0.04357328966926133,delta_ppl_total,0.023,-0.004841476629917925
sequential,decoder_stack.layers.11.ffn1,decoder_stack.layers.11.ffn1#r1c0,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,1,0,512,768,0,512,18,6,1,256,512,131072,2359296,0.05555555555555555,-0.04357328966926133,delta_ppl_total,0.023,-0.0024207383149589625
sequential,decoder_stack.layers.11.ffn1,decoder_stack.layers.11.ffn1#r1c1,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,1,1,512,768,512,1024,19,6,1,256,512,131072,2359296,0.05555555555555555,-0.04357328966926133,delta_ppl_total,0.023,-0.0024207383149589625
sequential,decoder_stack.layers.11.ffn1,decoder_stack.layers.11.ffn1#r1c2,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,1,2,512,768,1024,1536,20,6,1,256,512,131072,2359296,0.05555555555555555,-0.04357328966926133,delta_ppl_total,0.023,-0.0024207383149589625
sequential,decoder_stack.layers.11.ffn1,decoder_stack.layers.11.ffn1#r1c3,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,1,3,512,768,1536,2048,21,6,1,256,512,131072,2359296,0.05555555555555555,-0.04357328966926133,delta_ppl_total,0.023,-0.0024207383149589625
sequential,decoder_stack.layers.11.ffn1,decoder_stack.layers.11.ffn1#r1c4,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,1,4,512,768,2048,2560,22,6,1,256,512,131072,2359296,0.05555555555555555,-0.04357328966926133,delta_ppl_total,0.023,-0.0024207383149589625
sequential,decoder_stack.layers.11.ffn1,decoder_stack.layers.11.ffn1#r1c5,block_11/mlp.c_fc,block_11,mlp.c_fc,1102,1,5,512,768,2560,3072,23,6,1,256,512,131072,2359296,0.05555555555555555,-0.04357328966926133,delta_ppl_total,0.023,-0.0024207383149589625
sequential,decoder_stack.layers.11.ffn2,decoder_stack.layers.11.ffn2#r0c0,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,0,0,0,512,0,512,24,6,1,512,512,262144,2359296,0.1111111111111111,1.022026127167355,delta_ppl_total,0.023,0.11355845857415055
sequential,decoder_stack.layers.11.ffn2,decoder_stack.layers.11.ffn2#r0c1,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,0,1,0,512,512,768,25,6,1,512,256,131072,2359296,0.05555555555555555,1.022026127167355,delta_ppl_total,0.023,0.056779229287075274
sequential,decoder_stack.layers.11.ffn2,decoder_stack.layers.11.ffn2#r1c0,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,1,0,512,1024,0,512,26,6,1,512,512,262144,2359296,0.1111111111111111,1.022026127167355,delta_ppl_total,0.023,0.11355845857415055
sequential,decoder_stack.layers.11.ffn2,decoder_stack.layers.11.ffn2#r1c1,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,1,1,512,1024,512,768,27,6,1,512,256,131072,2359296,0.05555555555555555,1.022026127167355,delta_ppl_total,0.023,0.056779229287075274
sequential,decoder_stack.layers.11.ffn2,decoder_stack.layers.11.ffn2#r2c0,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,2,0,1024,1536,0,512,28,6,1,512,512,262144,2359296,0.1111111111111111,1.022026127167355,delta_ppl_total,0.023,0.11355845857415055
sequential,decoder_stack.layers.11.ffn2,decoder_stack.layers.11.ffn2#r2c1,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,2,1,1024,1536,512,768,29,6,1,512,256,131072,2359296,0.05555555555555555,1.022026127167355,delta_ppl_total,0.023,0.056779229287075274
sequential,decoder_stack.layers.11.ffn2,decoder_stack.layers.11.ffn2#r3c0,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,3,0,1536,2048,0,512,30,6,1,512,512,262144,2359296,0.1111111111111111,1.022026127167355,delta_ppl_total,0.023,0.11355845857415055
sequential,decoder_stack.layers.11.ffn2,decoder_stack.layers.11.ffn2#r3c1,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,3,1,1536,2048,512,768,31,6,1,512,256,131072,2359296,0.05555555555555555,1.022026127167355,delta_ppl_total,0.023,0.056779229287075274
