policy,module_name,shard_id,projection_id,block_id,projection_name,execution_index,row_shard_index,col_shard_index,sim_input_start,sim_input_end,sim_output_start,sim_output_end,tile_id,tier_start,tiers_used,used_rows,used_cols,weights_in_shard,weights_in_projection,shard_weight,sensitivity_score,sensitivity_score_unit,sensitivity_reference_noise_std,shard_importance
random,decoder_stack.layers.5.ffn1,decoder_stack.layers.5.ffn1#r0c1,block_5/mlp.c_fc,block_5,mlp.c_fc,502,0,1,0,512,512,1024,11,3,1,512,512,262144,2359296,0.1111111111111111,0.2549498171737106,delta_ppl_total,0.023,0.028327757463745624
random,decoder_stack.layers.5.ffn1,decoder_stack.layers.5.ffn1#r0c2,block_5/mlp.c_fc,block_5,mlp.c_fc,502,0,2,0,512,1024,1536,12,3,1,512,512,262144,2359296,0.1111111111111111,0.2549498171737106,delta_ppl_total,0.023,0.028327757463745624
random,decoder_stack.layers.5.ffn1,decoder_stack.layers.5.ffn1#r0c3,block_5/mlp.c_fc,block_5,mlp.c_fc,502,0,3,0,512,1536,2048,13,3,1,512,512,262144,2359296,0.1111111111111111,0.2549498171737106,delta_ppl_total,0.023,0.028327757463745624
random,decoder_stack.layers.5.ffn1,decoder_stack.layers.5.ffn1#r0c4,block_5/mlp.c_fc,block_5,mlp.c_fc,502,0,4,0,512,2048,2560,14,3,1,512,512,262144,2359296,0.1111111111111111,0.2549498171737106,delta_ppl_total,0.023,0.028327757463745624
random,decoder_stack.layers.5.ffn1,decoder_stack.layers.5.ffn1#r0c5,block_5/mlp.c_fc,block_5,mlp.c_fc,502,0,5,0,512,2560,3072,16,3,1,512,512,262144,2359296,0.1111111111111111,0.2549498171737106,delta_ppl_total,0.023,0.028327757463745624
random,decoder_stack.layers.5.ffn1,decoder_stack.layers.5.ffn1#r1c0,block_5/mlp.c_fc,block_5,mlp.c_fc,502,1,0,512,768,0,512,17,3,1,256,512,131072,2359296,0.05555555555555555,0.2549498171737106,delta_ppl_total,0.023,0.014163878731872812
random,decoder_stack.layers.5.ffn1,decoder_stack.layers.5.ffn1#r1c1,block_5/mlp.c_fc,block_5,mlp.c_fc,502,1,1,512,768,512,1024,19,3,1,256,512,131072,2359296,0.05555555555555555,0.2549498171737106,delta_ppl_total,0.023,0.014163878731872812
random,decoder_stack.layers.5.ffn1,decoder_stack.layers.5.ffn1#r1c2,block_5/mlp.c_fc,block_5,mlp.c_fc,502,1,2,512,768,1024,1536,21,3,1,256,512,131072,2359296,0.05555555555555555,0.2549498171737106,delta_ppl_total,0.023,0.014163878731872812
random,decoder_stack.layers.5.ffn1,decoder_stack.layers.5.ffn1#r1c3,block_5/mlp.c_fc,block_5,mlp.c_fc,502,1,3,512,768,1536,2048,22,3,1,256,512,131072,2359296,0.05555555555555555,0.2549498171737106,delta_ppl_total,0.023,0.014163878731872812
random,decoder_stack.layers.5.ffn1,decoder_stack.layers.5.ffn1#r1c4,block_5/mlp.c_fc,block_5,mlp.c_fc,502,1,4,512,768,2048,2560,23,3,1,256,512,131072,2359296,0.05555555555555555,0.2549498171737106,delta_ppl_total,0.023,0.014163878731872812
random,decoder_stack.layers.5.ffn1,decoder_stack.layers.5.ffn1#r1c5,block_5/mlp.c_fc,block_5,mlp.c_fc,502,1,5,512,768,2560,3072,24,3,1,256,512,131072,2359296,0.05555555555555555,0.2549498171737106,delta_ppl_total,0.023,0.014163878731872812
random,decoder_stack.layers.5.ffn2,decoder_stack.layers.5.ffn2#r0c0,block_5/mlp.c_proj,block_5,mlp.c_proj,503,0,0,0,512,0,512,40,4,1,512,512,262144,2359296,0.1111111111111111,0.15960571719351932,delta_ppl_total,0.023,0.0177339685770577
random,decoder_stack.layers.5.ffn2,decoder_stack.layers.5.ffn2#r0c1,block_5/mlp.c_proj,block_5,mlp.c_proj,503,0,1,0,512,512,768,41,4,1,512,256,131072,2359296,0.05555555555555555,0.15960571719351932,delta_ppl_total,0.023,0.00886698428852885
random,decoder_stack.layers.5.ffn2,decoder_stack.layers.5.ffn2#r1c0,block_5/mlp.c_proj,block_5,mlp.c_proj,503,1,0,512,1024,0,512,43,4,1,512,512,262144,2359296,0.1111111111111111,0.15960571719351932,delta_ppl_total,0.023,0.0177339685770577
random,decoder_stack.layers.5.ffn2,decoder_stack.layers.5.ffn2#r1c1,block_5/mlp.c_proj,block_5,mlp.c_proj,503,1,1,512,1024,512,768,44,4,1,512,256,131072,2359296,0.05555555555555555,0.15960571719351932,delta_ppl_total,0.023,0.00886698428852885
random,decoder_stack.layers.5.ffn2,decoder_stack.layers.5.ffn2#r2c0,block_5/mlp.c_proj,block_5,mlp.c_proj,503,2,0,1024,1536,0,512,45,4,1,512,512,262144,2359296,0.1111111111111111,0.15960571719351932,delta_ppl_total,0.023,0.0177339685770577
random,decoder_stack.layers.5.ffn2,decoder_stack.layers.5.ffn2#r2c1,block_5/mlp.c_proj,block_5,mlp.c_proj,503,2,1,1024,1536,512,768,47,4,1,512,256,131072,2359296,0.05555555555555555,0.15960571719351932,delta_ppl_total,0.023,0.00886698428852885
random,decoder_stack.layers.5.ffn2,decoder_stack.layers.5.ffn2#r3c0,block_5/mlp.c_proj,block_5,mlp.c_proj,503,3,0,1536,2048,0,512,48,4,1,512,512,262144,2359296,0.1111111111111111,0.15960571719351932,delta_ppl_total,0.023,0.0177339685770577
random,decoder_stack.layers.5.ffn2,decoder_stack.layers.5.ffn2#r3c1,block_5/mlp.c_proj,block_5,mlp.c_proj,503,3,1,1536,2048,512,768,50,4,1,512,256,131072,2359296,0.05555555555555555,0.15960571719351932,delta_ppl_total,0.023,0.00886698428852885
random,decoder_stack.layers.5.ffn2,decoder_stack.layers.5.ffn2#r4c0,block_5/mlp.c_proj,block_5,mlp.c_proj,503,4,0,2048,2560,0,512,51,4,1,512,512,262144,2359296,0.1111111111111111,0.15960571719351932,delta_ppl_total,0.023,0.0177339685770577
random,decoder_stack.layers.5.ffn2,decoder_stack.layers.5.ffn2#r4c1,block_5/mlp.c_proj,block_5,mlp.c_proj,503,4,1,2048,2560,512,768,53,4,1,512,256,131072,2359296,0.05555555555555555,0.15960571719351932,delta_ppl_total,0.023,0.00886698428852885
random,decoder_stack.layers.5.ffn2,decoder_stack.layers.5.ffn2#r5c0,block_5/mlp.c_proj,block_5,mlp.c_proj,503,5,0,2560,3072,0,512,54,4,1,512,512,262144,2359296,0.1111111111111111,0.15960571719351932,delta_ppl_total,0.023,0.0177339685770577
random,decoder_stack.layers.5.ffn2,decoder_stack.layers.5.ffn2#r5c1,block_5/mlp.c_proj,block_5,mlp.c_proj,503,5,1,2560,3072,512,768,55,4,1,512,256,131072,2359296,0.05555555555555555,0.15960571719351932,delta_ppl_total,0.023,0.00886698428852885
random,decoder_stack.layers.6.q_proj_out,decoder_stack.layers.6.q_proj_out#r0c0,block_7/attn.c_attn,block_7,attn.c_attn,700,0,0,0,512,0,512,68,0,1,512,512,262144,1769472,0.14814814814814814,0.6175429872970554,delta_ppl_total,0.023,0.09148784996993413
random,decoder_stack.layers.6.q_proj_out,decoder_stack.layers.6.q_proj_out#r0c1,block_7/attn.c_attn,block_7,attn.c_attn,700,0,1,0,512,512,768,69,0,1,512,256,131072,1769472,0.07407407407407407,0.6175429872970554,delta_ppl_total,0.023,0.045743924984967065
random,decoder_stack.layers.6.q_proj_out,decoder_stack.layers.6.q_proj_out#r1c0,block_7/attn.c_attn,block_7,attn.c_attn,700,1,0,512,768,0,512,70,0,1,256,512,131072,1769472,0.07407407407407407,0.6175429872970554,delta_ppl_total,0.023,0.045743924984967065
random,decoder_stack.layers.6.q_proj_out,decoder_stack.layers.6.q_proj_out#r1c1,block_7/attn.c_attn,block_7,attn.c_attn,700,1,1,512,768,512,768,71,0,1,256,256,65536,1769472,0.037037037037037035,0.6175429872970554,delta_ppl_total,0.023,0.022871962492483532
random,decoder_stack.layers.6.k_proj_out,decoder_stack.layers.6.k_proj_out#r0c0,block_7/attn.c_attn,block_7,attn.c_attn,700,0,0,0,512,0,512,29,2,1,512,512,262144,1769472,0.14814814814814814,0.6175429872970554,delta_ppl_total,0.023,0.09148784996993413
random,decoder_stack.layers.6.k_proj_out,decoder_stack.layers.6.k_proj_out#r0c1,block_7/attn.c_attn,block_7,attn.c_attn,700,0,1,0,512,512,768,31,2,1,512,256,131072,1769472,0.07407407407407407,0.6175429872970554,delta_ppl_total,0.023,0.045743924984967065
random,decoder_stack.layers.6.k_proj_out,decoder_stack.layers.6.k_proj_out#r1c0,block_7/attn.c_attn,block_7,attn.c_attn,700,1,0,512,768,0,512,32,2,1,256,512,131072,1769472,0.07407407407407407,0.6175429872970554,delta_ppl_total,0.023,0.045743924984967065
random,decoder_stack.layers.6.k_proj_out,decoder_stack.layers.6.k_proj_out#r1c1,block_7/attn.c_attn,block_7,attn.c_attn,700,1,1,512,768,512,768,34,2,1,256,256,65536,1769472,0.037037037037037035,0.6175429872970554,delta_ppl_total,0.023,0.022871962492483532
random,decoder_stack.layers.6.v_proj_out,decoder_stack.layers.6.v_proj_out#r0c0,block_7/attn.c_attn,block_7,attn.c_attn,700,0,0,0,512,0,512,5,4,1,512,512,262144,1769472,0.14814814814814814,0.6175429872970554,delta_ppl_total,0.023,0.09148784996993413
random,decoder_stack.layers.6.v_proj_out,decoder_stack.layers.6.v_proj_out#r0c1,block_7/attn.c_attn,block_7,attn.c_attn,700,0,1,0,512,512,768,6,4,1,512,256,131072,1769472,0.07407407407407407,0.6175429872970554,delta_ppl_total,0.023,0.045743924984967065
random,decoder_stack.layers.6.v_proj_out,decoder_stack.layers.6.v_proj_out#r1c0,block_7/attn.c_attn,block_7,attn.c_attn,700,1,0,512,768,0,512,8,4,1,256,512,131072,1769472,0.07407407407407407,0.6175429872970554,delta_ppl_total,0.023,0.045743924984967065
random,decoder_stack.layers.6.v_proj_out,decoder_stack.layers.6.v_proj_out#r1c1,block_7/attn.c_attn,block_7,attn.c_attn,700,1,1,512,768,512,768,9,4,1,256,256,65536,1769472,0.037037037037037035,0.6175429872970554,delta_ppl_total,0.023,0.022871962492483532
random,decoder_stack.layers.6.out_proj,decoder_stack.layers.6.out_proj#r0c0,block_6/attn.c_proj,block_6,attn.c_proj,601,0,0,0,512,0,512,14,0,1,512,512,262144,589824,0.4444444444444444,0.029443109048297344,delta_ppl_total,0.023,0.013085826243687707
random,decoder_stack.layers.6.out_proj,decoder_stack.layers.6.out_proj#r0c1,block_6/attn.c_proj,block_6,attn.c_proj,601,0,1,0,512,512,768,16,0,1,512,256,131072,589824,0.2222222222222222,0.029443109048297344,delta_ppl_total,0.023,0.006542913121843854
random,decoder_stack.layers.6.out_proj,decoder_stack.layers.6.out_proj#r1c0,block_6/attn.c_proj,block_6,attn.c_proj,601,1,0,512,768,0,512,17,0,1,256,512,131072,589824,0.2222222222222222,0.029443109048297344,delta_ppl_total,0.023,0.006542913121843854
random,decoder_stack.layers.6.out_proj,decoder_stack.layers.6.out_proj#r1c1,block_6/attn.c_proj,block_6,attn.c_proj,601,1,1,512,768,512,768,19,0,1,256,256,65536,589824,0.1111111111111111,0.029443109048297344,delta_ppl_total,0.023,0.003271456560921927
random,decoder_stack.layers.6.ffn1,decoder_stack.layers.6.ffn1#r0c0,block_6/mlp.c_fc,block_6,mlp.c_fc,602,0,0,0,512,0,512,21,0,1,512,512,262144,2359296,0.1111111111111111,0.2475665036184715,delta_ppl_total,0.023,0.027507389290941275
random,decoder_stack.layers.6.ffn1,decoder_stack.layers.6.ffn1#r0c1,block_6/mlp.c_fc,block_6,mlp.c_fc,602,0,1,0,512,512,1024,22,0,1,512,512,262144,2359296,0.1111111111111111,0.2475665036184715,delta_ppl_total,0.023,0.027507389290941275
random,decoder_stack.layers.6.ffn1,decoder_stack.layers.6.ffn1#r0c2,block_6/mlp.c_fc,block_6,mlp.c_fc,602,0,2,0,512,1024,1536,23,0,1,512,512,262144,2359296,0.1111111111111111,0.2475665036184715,delta_ppl_total,0.023,0.027507389290941275
random,decoder_stack.layers.6.ffn1,decoder_stack.layers.6.ffn1#r0c3,block_6/mlp.c_fc,block_6,mlp.c_fc,602,0,3,0,512,1536,2048,24,0,1,512,512,262144,2359296,0.1111111111111111,0.2475665036184715,delta_ppl_total,0.023,0.027507389290941275
random,decoder_stack.layers.6.ffn1,decoder_stack.layers.6.ffn1#r0c4,block_6/mlp.c_fc,block_6,mlp.c_fc,602,0,4,0,512,2048,2560,7,3,1,512,512,262144,2359296,0.1111111111111111,0.2475665036184715,delta_ppl_total,0.023,0.027507389290941275
random,decoder_stack.layers.6.ffn1,decoder_stack.layers.6.ffn1#r0c5,block_6/mlp.c_fc,block_6,mlp.c_fc,602,0,5,0,512,2560,3072,20,3,1,512,512,262144,2359296,0.1111111111111111,0.2475665036184715,delta_ppl_total,0.023,0.027507389290941275
random,decoder_stack.layers.6.ffn1,decoder_stack.layers.6.ffn1#r1c0,block_6/mlp.c_fc,block_6,mlp.c_fc,602,1,0,512,768,0,512,15,3,1,256,512,131072,2359296,0.05555555555555555,0.2475665036184715,delta_ppl_total,0.023,0.013753694645470637
random,decoder_stack.layers.6.ffn1,decoder_stack.layers.6.ffn1#r1c1,block_6/mlp.c_fc,block_6,mlp.c_fc,602,1,1,512,768,512,1024,33,3,1,256,512,131072,2359296,0.05555555555555555,0.2475665036184715,delta_ppl_total,0.023,0.013753694645470637
random,decoder_stack.layers.6.ffn1,decoder_stack.layers.6.ffn1#r1c2,block_6/mlp.c_fc,block_6,mlp.c_fc,602,1,2,512,768,1024,1536,52,3,1,256,512,131072,2359296,0.05555555555555555,0.2475665036184715,delta_ppl_total,0.023,0.013753694645470637
random,decoder_stack.layers.6.ffn1,decoder_stack.layers.6.ffn1#r1c3,block_6/mlp.c_fc,block_6,mlp.c_fc,602,1,3,512,768,1536,2048,4,3,1,256,512,131072,2359296,0.05555555555555555,0.2475665036184715,delta_ppl_total,0.023,0.013753694645470637
random,decoder_stack.layers.6.ffn1,decoder_stack.layers.6.ffn1#r1c4,block_6/mlp.c_fc,block_6,mlp.c_fc,602,1,4,512,768,2048,2560,36,3,1,256,512,131072,2359296,0.05555555555555555,0.2475665036184715,delta_ppl_total,0.023,0.013753694645470637
random,decoder_stack.layers.6.ffn1,decoder_stack.layers.6.ffn1#r1c5,block_6/mlp.c_fc,block_6,mlp.c_fc,602,1,5,512,768,2560,3072,42,3,1,256,512,131072,2359296,0.05555555555555555,0.2475665036184715,delta_ppl_total,0.023,0.013753694645470637
random,decoder_stack.layers.6.ffn2,decoder_stack.layers.6.ffn2#r0c0,block_6/mlp.c_proj,block_6,mlp.c_proj,603,0,0,0,512,0,512,64,3,1,512,512,262144,2359296,0.1111111111111111,0.09084959797005539,delta_ppl_total,0.023,0.010094399774450598
random,decoder_stack.layers.6.ffn2,decoder_stack.layers.6.ffn2#r0c1,block_6/mlp.c_proj,block_6,mlp.c_proj,603,0,1,0,512,512,768,65,3,1,512,256,131072,2359296,0.05555555555555555,0.09084959797005539,delta_ppl_total,0.023,0.005047199887225299
random,decoder_stack.layers.6.ffn2,decoder_stack.layers.6.ffn2#r1c0,block_6/mlp.c_proj,block_6,mlp.c_proj,603,1,0,512,1024,0,512,66,3,1,512,512,262144,2359296,0.1111111111111111,0.09084959797005539,delta_ppl_total,0.023,0.010094399774450598
random,decoder_stack.layers.6.ffn2,decoder_stack.layers.6.ffn2#r1c1,block_6/mlp.c_proj,block_6,mlp.c_proj,603,1,1,512,1024,512,768,67,3,1,512,256,131072,2359296,0.05555555555555555,0.09084959797005539,delta_ppl_total,0.023,0.005047199887225299
random,decoder_stack.layers.6.ffn2,decoder_stack.layers.6.ffn2#r2c0,block_6/mlp.c_proj,block_6,mlp.c_proj,603,2,0,1024,1536,0,512,68,3,1,512,512,262144,2359296,0.1111111111111111,0.09084959797005539,delta_ppl_total,0.023,0.010094399774450598
random,decoder_stack.layers.6.ffn2,decoder_stack.layers.6.ffn2#r2c1,block_6/mlp.c_proj,block_6,mlp.c_proj,603,2,1,1024,1536,512,768,69,3,1,512,256,131072,2359296,0.05555555555555555,0.09084959797005539,delta_ppl_total,0.023,0.005047199887225299
random,decoder_stack.layers.6.ffn2,decoder_stack.layers.6.ffn2#r3c0,block_6/mlp.c_proj,block_6,mlp.c_proj,603,3,0,1536,2048,0,512,70,3,1,512,512,262144,2359296,0.1111111111111111,0.09084959797005539,delta_ppl_total,0.023,0.010094399774450598
random,decoder_stack.layers.6.ffn2,decoder_stack.layers.6.ffn2#r3c1,block_6/mlp.c_proj,block_6,mlp.c_proj,603,3,1,1536,2048,512,768,71,3,1,512,256,131072,2359296,0.05555555555555555,0.09084959797005539,delta_ppl_total,0.023,0.005047199887225299
random,decoder_stack.layers.6.ffn2,decoder_stack.layers.6.ffn2#r4c0,block_6/mlp.c_proj,block_6,mlp.c_proj,603,4,0,2048,2560,0,512,0,4,1,512,512,262144,2359296,0.1111111111111111,0.09084959797005539,delta_ppl_total,0.023,0.010094399774450598
random,decoder_stack.layers.6.ffn2,decoder_stack.layers.6.ffn2#r4c1,block_6/mlp.c_proj,block_6,mlp.c_proj,603,4,1,2048,2560,512,768,1,4,1,512,256,131072,2359296,0.05555555555555555,0.09084959797005539,delta_ppl_total,0.023,0.005047199887225299
random,decoder_stack.layers.6.ffn2,decoder_stack.layers.6.ffn2#r5c0,block_6/mlp.c_proj,block_6,mlp.c_proj,603,5,0,2560,3072,0,512,2,4,1,512,512,262144,2359296,0.1111111111111111,0.09084959797005539,delta_ppl_total,0.023,0.010094399774450598
random,decoder_stack.layers.6.ffn2,decoder_stack.layers.6.ffn2#r5c1,block_6/mlp.c_proj,block_6,mlp.c_proj,603,5,1,2560,3072,512,768,3,4,1,512,256,131072,2359296,0.05555555555555555,0.09084959797005539,delta_ppl_total,0.023,0.005047199887225299
random,decoder_stack.layers.7.q_proj_out,decoder_stack.layers.7.q_proj_out#r0c0,block_8/attn.c_attn,block_8,attn.c_attn,800,0,0,0,512,0,512,10,4,1,512,512,262144,1769472,0.14814814814814814,0.7767204595862246,delta_ppl_total,0.023,0.11506969771647771
random,decoder_stack.layers.7.q_proj_out,decoder_stack.layers.7.q_proj_out#r0c1,block_8/attn.c_attn,block_8,attn.c_attn,800,0,1,0,512,512,768,11,4,1,512,256,131072,1769472,0.07407407407407407,0.7767204595862246,delta_ppl_total,0.023,0.057534848858238855
random,decoder_stack.layers.7.q_proj_out,decoder_stack.layers.7.q_proj_out#r1c0,block_8/attn.c_attn,block_8,attn.c_attn,800,1,0,512,768,0,512,12,4,1,256,512,131072,1769472,0.07407407407407407,0.7767204595862246,delta_ppl_total,0.023,0.057534848858238855
random,decoder_stack.layers.7.q_proj_out,decoder_stack.layers.7.q_proj_out#r1c1,block_8/attn.c_attn,block_8,attn.c_attn,800,1,1,512,768,512,768,13,4,1,256,256,65536,1769472,0.037037037037037035,0.7767204595862246,delta_ppl_total,0.023,0.028767424429119427
random,decoder_stack.layers.7.k_proj_out,decoder_stack.layers.7.k_proj_out#r0c0,block_8/attn.c_attn,block_8,attn.c_attn,800,0,0,0,512,0,512,49,3,1,512,512,262144,1769472,0.14814814814814814,0.7767204595862246,delta_ppl_total,0.023,0.11506969771647771
random,decoder_stack.layers.7.k_proj_out,decoder_stack.layers.7.k_proj_out#r0c1,block_8/attn.c_attn,block_8,attn.c_attn,800,0,1,0,512,512,768,18,3,1,512,256,131072,1769472,0.07407407407407407,0.7767204595862246,delta_ppl_total,0.023,0.057534848858238855
random,decoder_stack.layers.7.k_proj_out,decoder_stack.layers.7.k_proj_out#r1c0,block_8/attn.c_attn,block_8,attn.c_attn,800,1,0,512,768,0,512,30,3,1,256,512,131072,1769472,0.07407407407407407,0.7767204595862246,delta_ppl_total,0.023,0.057534848858238855
random,decoder_stack.layers.7.k_proj_out,decoder_stack.layers.7.k_proj_out#r1c1,block_8/attn.c_attn,block_8,attn.c_attn,800,1,1,512,768,512,768,46,3,1,256,256,65536,1769472,0.037037037037037035,0.7767204595862246,delta_ppl_total,0.023,0.028767424429119427
random,decoder_stack.layers.7.v_proj_out,decoder_stack.layers.7.v_proj_out#r0c0,block_8/attn.c_attn,block_8,attn.c_attn,800,0,0,0,512,0,512,0,1,1,512,512,262144,1769472,0.14814814814814814,0.7767204595862246,delta_ppl_total,0.023,0.11506969771647771
random,decoder_stack.layers.7.v_proj_out,decoder_stack.layers.7.v_proj_out#r0c1,block_8/attn.c_attn,block_8,attn.c_attn,800,0,1,0,512,512,768,1,1,1,512,256,131072,1769472,0.07407407407407407,0.7767204595862246,delta_ppl_total,0.023,0.057534848858238855
random,decoder_stack.layers.7.v_proj_out,decoder_stack.layers.7.v_proj_out#r1c0,block_8/attn.c_attn,block_8,attn.c_attn,800,1,0,512,768,0,512,2,1,1,256,512,131072,1769472,0.07407407407407407,0.7767204595862246,delta_ppl_total,0.023,0.057534848858238855
random,decoder_stack.layers.7.v_proj_out,decoder_stack.layers.7.v_proj_out#r1c1,block_8/attn.c_attn,block_8,attn.c_attn,800,1,1,512,768,512,768,3,1,1,256,256,65536,1769472,0.037037037037037035,0.7767204595862246,delta_ppl_total,0.023,0.028767424429119427
random,decoder_stack.layers.7.out_proj,decoder_stack.layers.7.out_proj#r0c0,block_7/attn.c_proj,block_7,attn.c_proj,701,0,0,0,512,0,512,25,0,1,512,512,262144,589824,0.4444444444444444,0.0946680744878968,delta_ppl_total,0.023,0.042074699772398576
random,decoder_stack.layers.7.out_proj,decoder_stack.layers.7.out_proj#r0c1,block_7/attn.c_proj,block_7,attn.c_proj,701,0,1,0,512,512,768,26,0,1,512,256,131072,589824,0.2222222222222222,0.0946680744878968,delta_ppl_total,0.023,0.021037349886199288
random,decoder_stack.layers.7.out_proj,decoder_stack.layers.7.out_proj#r1c0,block_7/attn.c_proj,block_7,attn.c_proj,701,1,0,512,768,0,512,27,0,1,256,512,131072,589824,0.2222222222222222,0.0946680744878968,delta_ppl_total,0.023,0.021037349886199288
random,decoder_stack.layers.7.out_proj,decoder_stack.layers.7.out_proj#r1c1,block_7/attn.c_proj,block_7,attn.c_proj,701,1,1,512,768,512,768,28,0,1,256,256,65536,589824,0.1111111111111111,0.0946680744878968,delta_ppl_total,0.023,0.010518674943099644
random,decoder_stack.layers.7.ffn1,decoder_stack.layers.7.ffn1#r0c0,block_7/mlp.c_fc,block_7,mlp.c_fc,702,0,0,0,512,0,512,49,0,1,512,512,262144,2359296,0.1111111111111111,0.0731622336502518,delta_ppl_total,0.023,0.0081291370722502
random,decoder_stack.layers.7.ffn1,decoder_stack.layers.7.ffn1#r0c1,block_7/mlp.c_fc,block_7,mlp.c_fc,702,0,1,0,512,512,1024,18,0,1,512,512,262144,2359296,0.1111111111111111,0.0731622336502518,delta_ppl_total,0.023,0.0081291370722502
random,decoder_stack.layers.7.ffn1,decoder_stack.layers.7.ffn1#r0c2,block_7/mlp.c_fc,block_7,mlp.c_fc,702,0,2,0,512,1024,1536,30,0,1,512,512,262144,2359296,0.1111111111111111,0.0731622336502518,delta_ppl_total,0.023,0.0081291370722502
random,decoder_stack.layers.7.ffn1,decoder_stack.layers.7.ffn1#r0c3,block_7/mlp.c_fc,block_7,mlp.c_fc,702,0,3,0,512,1536,2048,46,0,1,512,512,262144,2359296,0.1111111111111111,0.0731622336502518,delta_ppl_total,0.023,0.0081291370722502
random,decoder_stack.layers.7.ffn1,decoder_stack.layers.7.ffn1#r0c4,block_7/mlp.c_fc,block_7,mlp.c_fc,702,0,4,0,512,2048,2560,7,0,1,512,512,262144,2359296,0.1111111111111111,0.0731622336502518,delta_ppl_total,0.023,0.0081291370722502
random,decoder_stack.layers.7.ffn1,decoder_stack.layers.7.ffn1#r0c5,block_7/mlp.c_fc,block_7,mlp.c_fc,702,0,5,0,512,2560,3072,20,0,1,512,512,262144,2359296,0.1111111111111111,0.0731622336502518,delta_ppl_total,0.023,0.0081291370722502
random,decoder_stack.layers.7.ffn1,decoder_stack.layers.7.ffn1#r1c0,block_7/mlp.c_fc,block_7,mlp.c_fc,702,1,0,512,768,0,512,15,0,1,256,512,131072,2359296,0.05555555555555555,0.0731622336502518,delta_ppl_total,0.023,0.0040645685361251
random,decoder_stack.layers.7.ffn1,decoder_stack.layers.7.ffn1#r1c1,block_7/mlp.c_fc,block_7,mlp.c_fc,702,1,1,512,768,512,1024,33,0,1,256,512,131072,2359296,0.05555555555555555,0.0731622336502518,delta_ppl_total,0.023,0.0040645685361251
random,decoder_stack.layers.7.ffn1,decoder_stack.layers.7.ffn1#r1c2,block_7/mlp.c_fc,block_7,mlp.c_fc,702,1,2,512,768,1024,1536,52,0,1,256,512,131072,2359296,0.05555555555555555,0.0731622336502518,delta_ppl_total,0.023,0.0040645685361251
random,decoder_stack.layers.7.ffn1,decoder_stack.layers.7.ffn1#r1c3,block_7/mlp.c_fc,block_7,mlp.c_fc,702,1,3,512,768,1536,2048,4,0,1,256,512,131072,2359296,0.05555555555555555,0.0731622336502518,delta_ppl_total,0.023,0.0040645685361251
random,decoder_stack.layers.7.ffn1,decoder_stack.layers.7.ffn1#r1c4,block_7/mlp.c_fc,block_7,mlp.c_fc,702,1,4,512,768,2048,2560,36,0,1,256,512,131072,2359296,0.05555555555555555,0.0731622336502518,delta_ppl_total,0.023,0.0040645685361251
random,decoder_stack.layers.7.ffn1,decoder_stack.layers.7.ffn1#r1c5,block_7/mlp.c_fc,block_7,mlp.c_fc,702,1,5,512,768,2560,3072,42,0,1,256,512,131072,2359296,0.05555555555555555,0.0731622336502518,delta_ppl_total,0.023,0.0040645685361251
random,decoder_stack.layers.7.ffn2,decoder_stack.layers.7.ffn2#r0c0,block_7/mlp.c_proj,block_7,mlp.c_proj,703,0,0,0,512,0,512,45,2,1,512,512,262144,2359296,0.1111111111111111,0.08945925648257073,delta_ppl_total,0.023,0.009939917386952303
random,decoder_stack.layers.7.ffn2,decoder_stack.layers.7.ffn2#r0c1,block_7/mlp.c_proj,block_7,mlp.c_proj,703,0,1,0,512,512,768,47,2,1,512,256,131072,2359296,0.05555555555555555,0.08945925648257073,delta_ppl_total,0.023,0.0049699586934761515
random,decoder_stack.layers.7.ffn2,decoder_stack.layers.7.ffn2#r1c0,block_7/mlp.c_proj,block_7,mlp.c_proj,703,1,0,512,1024,0,512,48,2,1,512,512,262144,2359296,0.1111111111111111,0.08945925648257073,delta_ppl_total,0.023,0.009939917386952303
random,decoder_stack.layers.7.ffn2,decoder_stack.layers.7.ffn2#r1c1,block_7/mlp.c_proj,block_7,mlp.c_proj,703,1,1,512,1024,512,768,50,2,1,512,256,131072,2359296,0.05555555555555555,0.08945925648257073,delta_ppl_total,0.023,0.0049699586934761515
random,decoder_stack.layers.7.ffn2,decoder_stack.layers.7.ffn2#r2c0,block_7/mlp.c_proj,block_7,mlp.c_proj,703,2,0,1024,1536,0,512,51,2,1,512,512,262144,2359296,0.1111111111111111,0.08945925648257073,delta_ppl_total,0.023,0.009939917386952303
random,decoder_stack.layers.7.ffn2,decoder_stack.layers.7.ffn2#r2c1,block_7/mlp.c_proj,block_7,mlp.c_proj,703,2,1,1024,1536,512,768,53,2,1,512,256,131072,2359296,0.05555555555555555,0.08945925648257073,delta_ppl_total,0.023,0.0049699586934761515
random,decoder_stack.layers.7.ffn2,decoder_stack.layers.7.ffn2#r3c0,block_7/mlp.c_proj,block_7,mlp.c_proj,703,3,0,1536,2048,0,512,54,2,1,512,512,262144,2359296,0.1111111111111111,0.08945925648257073,delta_ppl_total,0.023,0.009939917386952303
random,decoder_stack.layers.7.ffn2,decoder_stack.layers.7.ffn2#r3c1,block_7/mlp.c_proj,block_7,mlp.c_proj,703,3,1,1536,2048,512,768,55,2,1,512,256,131072,2359296,0.05555555555555555,0.08945925648257073,delta_ppl_total,0.023,0.0049699586934761515
