policy,timestep,sensitivity_weighted_variance_proxy,quality_proxy_delta_nll,weighted_noise_sum,mean_weighted_tile_noise,reference_noise_std,proxy_noise_scaling,shard_weight,shards_on_faulted,shards_on_unavailable,projections_on_faulted,projections_on_unavailable,available_tiles,faulted_tiles
sequential,1,48.96314170292473,48.96314170292473,48.96314170292473,0.024259346611807935,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,2,49.48016187033222,49.48016187033222,49.48016187033222,0.024393369592794773,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,3,49.76675373518664,49.76675373518664,49.76675373518664,0.02458077663300102,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,4,48.804019661949816,48.804019661949816,48.804019661949816,0.024404057964006506,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,5,47.69439918573451,47.69439918573451,47.69439918573451,0.02416850619157863,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,6,47.81306235847273,47.81306235847273,47.81306235847273,0.02440365520713815,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,7,47.899471799061224,47.899471799061224,47.899471799061224,0.024375693361559612,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,8,48.470387658524785,48.470387658524785,48.470387658524785,0.024522857865200056,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,9,48.59996791871662,48.59996791871662,48.59996791871662,0.024655199483937455,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,10,49.233501717345895,49.233501717345895,49.233501717345895,0.024704015615633335,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,11,49.05317947791485,49.05317947791485,49.05317947791485,0.024672510615139153,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,12,48.83180652226586,48.83180652226586,48.83180652226586,0.02463612536149252,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,13,49.902380884333866,49.902380884333866,49.902380884333866,0.02480455873366134,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,14,51.1080579377161,51.1080579377161,51.1080579377161,0.025058915723125814,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,15,52.15652992155386,52.15652992155386,52.15652992155386,0.025335619157761304,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,16,50.882238601537324,50.882238601537324,50.882238601537324,0.025171510897022995,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,17,50.7665653032013,50.7665653032013,50.7665653032013,0.025103325157552495,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,18,51.15923028464154,51.15923028464154,51.15923028464154,0.025135387405984082,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,19,52.07096899868877,52.07096899868877,52.07096899868877,0.025311628453387667,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,20,52.04657895487634,52.04657895487634,52.04657895487634,0.025336662328484322,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,21,52.14864844133405,52.14864844133405,52.14864844133405,0.025471913551593305,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,22,53.3089578279206,53.3089578279206,53.3089578279206,0.025619034374800644,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,23,51.465992368415854,51.465992368415854,51.465992368415854,0.025316509102525028,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,24,50.552067671353036,50.552067671353036,50.552067671353036,0.025286113365465646,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,25,50.94681216524475,50.94681216524475,50.94681216524475,0.025337922692144136,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,26,50.62868424058032,50.62868424058032,50.62868424058032,0.024997106243662234,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,27,51.04346158064381,51.04346158064381,51.04346158064381,0.02520480407031152,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,28,50.61053891653542,50.61053891653542,50.61053891653542,0.02513978794580208,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,29,49.71922259499679,49.71922259499679,49.71922259499679,0.024974632998021135,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,30,49.557812348791764,49.557812348791764,49.557812348791764,0.02501224002023658,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,31,51.412486922048075,51.412486922048075,51.412486922048075,0.025395915104663016,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
sequential,32,51.53402704799166,51.53402704799166,51.53402704799166,0.025450376874432305,0.023,variance_ratio_squared,48.000000000000284,0,0,0,0,72,0
