design,trace_seeds,n_traces,mean_nll_improvement_vs_all_analog,std_across_traces,t_ci95_low,t_ci95_high,trace_win_fraction,min_trace_improvement,max_trace_improvement,digital_projection_mac_fraction
hybrid_lm_head,41;42;43;44;45,5,0.006210137609939936,0.019610852036196162,-0.01813604765825174,0.030556322878131613,0.6,-0.021739795643796134,0.03078619724533449,0.31244832109618337
hybrid_top2,41;42;43;44;45,5,-0.11170258291306027,0.02220610616578817,-0.1392706851964059,-0.08413448062971467,0.0,-0.13789180230923437,-0.07792886098225926,0.3172229855330154
