shard_id,projection_id,hf_module_path,sim_module_path,sim_layer,qkv_component,canonical_row_start,canonical_row_end,canonical_col_start,canonical_col_end,tile_id,tier_id,policy,placement_seed,weights_in_shard,weights_in_projection,shard_weight,sensitivity_score
decoder_stack.layers.1.ffn2#r1c0,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,,512,1024,0,512,13,3,hardware_only,42,262144,2359296,0.1111111111111111,1.2304317789341088
decoder_stack.layers.1.ffn2#r1c1,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,,512,1024,512,768,14,3,hardware_only,42,131072,2359296,0.05555555555555555,1.2304317789341088
decoder_stack.layers.1.ffn2#r2c0,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,,1024,1536,0,512,35,7,hardware_only,42,262144,2359296,0.1111111111111111,1.2304317789341088
decoder_stack.layers.1.ffn2#r2c1,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,,1024,1536,512,768,53,7,hardware_only,42,131072,2359296,0.05555555555555555,1.2304317789341088
decoder_stack.layers.1.ffn2#r3c0,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,,1536,2048,0,512,30,6,hardware_only,42,262144,2359296,0.1111111111111111,1.2304317789341088
decoder_stack.layers.1.ffn2#r3c1,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,,1536,2048,512,768,25,6,hardware_only,42,131072,2359296,0.05555555555555555,1.2304317789341088
decoder_stack.layers.1.ffn2#r4c0,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,,2048,2560,0,512,23,6,hardware_only,42,262144,2359296,0.1111111111111111,1.2304317789341088
decoder_stack.layers.1.ffn2#r4c1,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,,2048,2560,512,768,63,6,hardware_only,42,131072,2359296,0.05555555555555555,1.2304317789341088
decoder_stack.layers.1.ffn2#r5c0,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,,2560,3072,0,512,38,6,hardware_only,42,262144,2359296,0.1111111111111111,1.2304317789341088
decoder_stack.layers.1.ffn2#r5c1,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,,2560,3072,512,768,11,6,hardware_only,42,131072,2359296,0.05555555555555555,1.2304317789341088
decoder_stack.layers.2.q_proj_out#r0c0,block_2/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.q_proj_out,2,Q,0,512,0,512,15,3,hardware_only,42,262144,1769472,0.14814814814814814,1.8118746265733745
decoder_stack.layers.2.q_proj_out#r0c1,block_2/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.q_proj_out,2,Q,0,512,512,768,16,3,hardware_only,42,131072,1769472,0.07407407407407407,1.8118746265733745
decoder_stack.layers.2.q_proj_out#r1c0,block_2/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.q_proj_out,2,Q,512,768,0,512,17,3,hardware_only,42,131072,1769472,0.07407407407407407,1.8118746265733745
decoder_stack.layers.2.q_proj_out#r1c1,block_2/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.q_proj_out,2,Q,512,768,512,768,18,3,hardware_only,42,65536,1769472,0.037037037037037035,1.8118746265733745
decoder_stack.layers.2.k_proj_out#r0c0,block_2/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.k_proj_out,2,K,768,1280,0,512,19,3,hardware_only,42,262144,1769472,0.14814814814814814,1.8118746265733745
decoder_stack.layers.2.k_proj_out#r0c1,block_2/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.k_proj_out,2,K,768,1280,512,768,20,3,hardware_only,42,131072,1769472,0.07407407407407407,1.8118746265733745
decoder_stack.layers.2.k_proj_out#r1c0,block_2/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.k_proj_out,2,K,1280,1536,0,512,21,3,hardware_only,42,131072,1769472,0.07407407407407407,1.8118746265733745
decoder_stack.layers.2.k_proj_out#r1c1,block_2/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.k_proj_out,2,K,1280,1536,512,768,22,3,hardware_only,42,65536,1769472,0.037037037037037035,1.8118746265733745
decoder_stack.layers.2.v_proj_out#r0c0,block_2/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.v_proj_out,2,V,1536,2048,0,512,24,3,hardware_only,42,262144,1769472,0.14814814814814814,1.8118746265733745
decoder_stack.layers.2.v_proj_out#r0c1,block_2/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.v_proj_out,2,V,1536,2048,512,768,26,3,hardware_only,42,131072,1769472,0.07407407407407407,1.8118746265733745
decoder_stack.layers.2.v_proj_out#r1c0,block_2/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.v_proj_out,2,V,2048,2304,0,512,27,3,hardware_only,42,131072,1769472,0.07407407407407407,1.8118746265733745
decoder_stack.layers.2.v_proj_out#r1c1,block_2/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.v_proj_out,2,V,2048,2304,512,768,28,3,hardware_only,42,65536,1769472,0.037037037037037035,1.8118746265733745
decoder_stack.layers.2.out_proj#r0c0,block_2/attn.c_proj,transformer.h.2.attn.c_proj,decoder_stack.layers.2.out_proj,2,,0,512,0,512,29,3,hardware_only,42,262144,589824,0.4444444444444444,0.15962196464690342
decoder_stack.layers.2.out_proj#r0c1,block_2/attn.c_proj,transformer.h.2.attn.c_proj,decoder_stack.layers.2.out_proj,2,,0,512,512,768,31,3,hardware_only,42,131072,589824,0.2222222222222222,0.15962196464690342
decoder_stack.layers.2.out_proj#r1c0,block_2/attn.c_proj,transformer.h.2.attn.c_proj,decoder_stack.layers.2.out_proj,2,,512,768,0,512,32,3,hardware_only,42,131072,589824,0.2222222222222222,0.15962196464690342
decoder_stack.layers.2.out_proj#r1c1,block_2/attn.c_proj,transformer.h.2.attn.c_proj,decoder_stack.layers.2.out_proj,2,,512,768,512,768,33,3,hardware_only,42,65536,589824,0.1111111111111111,0.15962196464690342
decoder_stack.layers.2.ffn1#r0c0,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,,0,512,0,512,34,3,hardware_only,42,262144,2359296,0.1111111111111111,2.5006713470529096
decoder_stack.layers.2.ffn1#r0c1,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,,0,512,512,1024,36,3,hardware_only,42,262144,2359296,0.1111111111111111,2.5006713470529096
decoder_stack.layers.2.ffn1#r0c2,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,,0,512,1024,1536,37,3,hardware_only,42,262144,2359296,0.1111111111111111,2.5006713470529096
decoder_stack.layers.2.ffn1#r0c3,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,,0,512,1536,2048,39,3,hardware_only,42,262144,2359296,0.1111111111111111,2.5006713470529096
decoder_stack.layers.2.ffn1#r0c4,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,,0,512,2048,2560,35,8,hardware_only,42,262144,2359296,0.1111111111111111,2.5006713470529096
decoder_stack.layers.2.ffn1#r0c5,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,,0,512,2560,3072,53,8,hardware_only,42,262144,2359296,0.1111111111111111,2.5006713470529096
decoder_stack.layers.2.ffn1#r1c0,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,,512,768,0,512,30,7,hardware_only,42,131072,2359296,0.05555555555555555,2.5006713470529096
decoder_stack.layers.2.ffn1#r1c1,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,,512,768,512,1024,25,7,hardware_only,42,131072,2359296,0.05555555555555555,2.5006713470529096
decoder_stack.layers.2.ffn1#r1c2,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,,512,768,1024,1536,23,7,hardware_only,42,131072,2359296,0.05555555555555555,2.5006713470529096
decoder_stack.layers.2.ffn1#r1c3,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,,512,768,1536,2048,63,7,hardware_only,42,131072,2359296,0.05555555555555555,2.5006713470529096
decoder_stack.layers.2.ffn1#r1c4,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,,512,768,2048,2560,38,7,hardware_only,42,131072,2359296,0.05555555555555555,2.5006713470529096
decoder_stack.layers.2.ffn1#r1c5,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,,512,768,2560,3072,11,7,hardware_only,42,131072,2359296,0.05555555555555555,2.5006713470529096
decoder_stack.layers.2.ffn2#r0c0,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,,0,512,0,512,40,3,hardware_only,42,262144,2359296,0.1111111111111111,1.5239779371224995
decoder_stack.layers.2.ffn2#r0c1,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,,0,512,512,768,41,3,hardware_only,42,131072,2359296,0.05555555555555555,1.5239779371224995
decoder_stack.layers.2.ffn2#r1c0,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,,512,1024,0,512,42,3,hardware_only,42,262144,2359296,0.1111111111111111,1.5239779371224995
decoder_stack.layers.2.ffn2#r1c1,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,,512,1024,512,768,44,3,hardware_only,42,131072,2359296,0.05555555555555555,1.5239779371224995
decoder_stack.layers.2.ffn2#r2c0,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,,1024,1536,0,512,35,9,hardware_only,42,262144,2359296,0.1111111111111111,1.5239779371224995
decoder_stack.layers.2.ffn2#r2c1,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,,1024,1536,512,768,53,9,hardware_only,42,131072,2359296,0.05555555555555555,1.5239779371224995
decoder_stack.layers.2.ffn2#r3c0,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,,1536,2048,0,512,30,8,hardware_only,42,262144,2359296,0.1111111111111111,1.5239779371224995
decoder_stack.layers.2.ffn2#r3c1,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,,1536,2048,512,768,25,8,hardware_only,42,131072,2359296,0.05555555555555555,1.5239779371224995
decoder_stack.layers.2.ffn2#r4c0,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,,2048,2560,0,512,23,8,hardware_only,42,262144,2359296,0.1111111111111111,1.5239779371224995
decoder_stack.layers.2.ffn2#r4c1,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,,2048,2560,512,768,63,8,hardware_only,42,131072,2359296,0.05555555555555555,1.5239779371224995
decoder_stack.layers.2.ffn2#r5c0,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,,2560,3072,0,512,38,8,hardware_only,42,262144,2359296,0.1111111111111111,1.5239779371224995
decoder_stack.layers.2.ffn2#r5c1,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,,2560,3072,512,768,11,8,hardware_only,42,131072,2359296,0.05555555555555555,1.5239779371224995
decoder_stack.layers.3.q_proj_out#r0c0,block_3/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.q_proj_out,3,Q,0,512,0,512,45,3,hardware_only,42,262144,1769472,0.14814814814814814,0.6631387072203498
decoder_stack.layers.3.q_proj_out#r0c1,block_3/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.q_proj_out,3,Q,0,512,512,768,46,3,hardware_only,42,131072,1769472,0.07407407407407407,0.6631387072203498
decoder_stack.layers.3.q_proj_out#r1c0,block_3/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.q_proj_out,3,Q,512,768,0,512,47,3,hardware_only,42,131072,1769472,0.07407407407407407,0.6631387072203498
decoder_stack.layers.3.q_proj_out#r1c1,block_3/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.q_proj_out,3,Q,512,768,512,768,48,3,hardware_only,42,65536,1769472,0.037037037037037035,0.6631387072203498
decoder_stack.layers.3.k_proj_out#r0c0,block_3/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.k_proj_out,3,K,768,1280,0,512,50,3,hardware_only,42,262144,1769472,0.14814814814814814,0.6631387072203498
decoder_stack.layers.3.k_proj_out#r0c1,block_3/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.k_proj_out,3,K,768,1280,512,768,51,3,hardware_only,42,131072,1769472,0.07407407407407407,0.6631387072203498
decoder_stack.layers.3.k_proj_out#r1c0,block_3/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.k_proj_out,3,K,1280,1536,0,512,52,3,hardware_only,42,131072,1769472,0.07407407407407407,0.6631387072203498
decoder_stack.layers.3.k_proj_out#r1c1,block_3/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.k_proj_out,3,K,1280,1536,512,768,54,3,hardware_only,42,65536,1769472,0.037037037037037035,0.6631387072203498
decoder_stack.layers.3.v_proj_out#r0c0,block_3/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.v_proj_out,3,V,1536,2048,0,512,55,3,hardware_only,42,262144,1769472,0.14814814814814814,0.6631387072203498
decoder_stack.layers.3.v_proj_out#r0c1,block_3/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.v_proj_out,3,V,1536,2048,512,768,57,3,hardware_only,42,131072,1769472,0.07407407407407407,0.6631387072203498
decoder_stack.layers.3.v_proj_out#r1c0,block_3/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.v_proj_out,3,V,2048,2304,0,512,58,3,hardware_only,42,131072,1769472,0.07407407407407407,0.6631387072203498
decoder_stack.layers.3.v_proj_out#r1c1,block_3/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.v_proj_out,3,V,2048,2304,512,768,59,3,hardware_only,42,65536,1769472,0.037037037037037035,0.6631387072203498
decoder_stack.layers.3.out_proj#r0c0,block_3/attn.c_proj,transformer.h.3.attn.c_proj,decoder_stack.layers.3.out_proj,3,,0,512,0,512,60,3,hardware_only,42,262144,589824,0.4444444444444444,0.0941697988537932
decoder_stack.layers.3.out_proj#r0c1,block_3/attn.c_proj,transformer.h.3.attn.c_proj,decoder_stack.layers.3.out_proj,3,,0,512,512,768,62,3,hardware_only,42,131072,589824,0.2222222222222222,0.0941697988537932
decoder_stack.layers.3.out_proj#r1c0,block_3/attn.c_proj,transformer.h.3.attn.c_proj,decoder_stack.layers.3.out_proj,3,,512,768,0,512,0,4,hardware_only,42,131072,589824,0.2222222222222222,0.0941697988537932
decoder_stack.layers.3.out_proj#r1c1,block_3/attn.c_proj,transformer.h.3.attn.c_proj,decoder_stack.layers.3.out_proj,3,,512,768,512,768,1,4,hardware_only,42,65536,589824,0.1111111111111111,0.0941697988537932
decoder_stack.layers.3.ffn1#r0c0,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,,0,512,0,512,2,4,hardware_only,42,262144,2359296,0.1111111111111111,0.15846544248577032
decoder_stack.layers.3.ffn1#r0c1,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,,0,512,512,1024,3,4,hardware_only,42,262144,2359296,0.1111111111111111,0.15846544248577032
decoder_stack.layers.3.ffn1#r0c2,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,,0,512,1024,1536,4,4,hardware_only,42,262144,2359296,0.1111111111111111,0.15846544248577032
decoder_stack.layers.3.ffn1#r0c3,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,,0,512,1536,2048,5,4,hardware_only,42,262144,2359296,0.1111111111111111,0.15846544248577032
decoder_stack.layers.3.ffn1#r0c4,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,,0,512,2048,2560,35,10,hardware_only,42,262144,2359296,0.1111111111111111,0.15846544248577032
decoder_stack.layers.3.ffn1#r0c5,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,,0,512,2560,3072,53,10,hardware_only,42,262144,2359296,0.1111111111111111,0.15846544248577032
decoder_stack.layers.3.ffn1#r1c0,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,,512,768,0,512,30,9,hardware_only,42,131072,2359296,0.05555555555555555,0.15846544248577032
decoder_stack.layers.3.ffn1#r1c1,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,,512,768,512,1024,25,9,hardware_only,42,131072,2359296,0.05555555555555555,0.15846544248577032
decoder_stack.layers.3.ffn1#r1c2,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,,512,768,1024,1536,23,9,hardware_only,42,131072,2359296,0.05555555555555555,0.15846544248577032
decoder_stack.layers.3.ffn1#r1c3,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,,512,768,1536,2048,63,9,hardware_only,42,131072,2359296,0.05555555555555555,0.15846544248577032
decoder_stack.layers.3.ffn1#r1c4,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,,512,768,2048,2560,38,9,hardware_only,42,131072,2359296,0.05555555555555555,0.15846544248577032
decoder_stack.layers.3.ffn1#r1c5,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,,512,768,2560,3072,11,9,hardware_only,42,131072,2359296,0.05555555555555555,0.15846544248577032
decoder_stack.layers.3.ffn2#r0c0,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,,0,512,0,512,6,4,hardware_only,42,262144,2359296,0.1111111111111111,0.9800288026989901
decoder_stack.layers.3.ffn2#r0c1,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,,0,512,512,768,7,4,hardware_only,42,131072,2359296,0.05555555555555555,0.9800288026989901
decoder_stack.layers.3.ffn2#r1c0,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,,512,1024,0,512,8,4,hardware_only,42,262144,2359296,0.1111111111111111,0.9800288026989901
decoder_stack.layers.3.ffn2#r1c1,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,,512,1024,512,768,9,4,hardware_only,42,131072,2359296,0.05555555555555555,0.9800288026989901
decoder_stack.layers.3.ffn2#r2c0,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,,1024,1536,0,512,35,11,hardware_only,42,262144,2359296,0.1111111111111111,0.9800288026989901
decoder_stack.layers.3.ffn2#r2c1,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,,1024,1536,512,768,53,11,hardware_only,42,131072,2359296,0.05555555555555555,0.9800288026989901
decoder_stack.layers.3.ffn2#r3c0,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,,1536,2048,0,512,30,10,hardware_only,42,262144,2359296,0.1111111111111111,0.9800288026989901
decoder_stack.layers.3.ffn2#r3c1,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,,1536,2048,512,768,25,10,hardware_only,42,131072,2359296,0.05555555555555555,0.9800288026989901
decoder_stack.layers.3.ffn2#r4c0,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,,2048,2560,0,512,23,10,hardware_only,42,262144,2359296,0.1111111111111111,0.9800288026989901
decoder_stack.layers.3.ffn2#r4c1,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,,2048,2560,512,768,63,10,hardware_only,42,131072,2359296,0.05555555555555555,0.9800288026989901
decoder_stack.layers.3.ffn2#r5c0,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,,2560,3072,0,512,38,10,hardware_only,42,262144,2359296,0.1111111111111111,0.9800288026989901
decoder_stack.layers.3.ffn2#r5c1,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,,2560,3072,512,768,11,10,hardware_only,42,131072,2359296,0.05555555555555555,0.9800288026989901
decoder_stack.layers.4.q_proj_out#r0c0,block_4/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.q_proj_out,4,Q,0,512,0,512,10,4,hardware_only,42,262144,1769472,0.14814814814814814,0.736955534292958
decoder_stack.layers.4.q_proj_out#r0c1,block_4/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.q_proj_out,4,Q,0,512,512,768,12,4,hardware_only,42,131072,1769472,0.07407407407407407,0.736955534292958
decoder_stack.layers.4.q_proj_out#r1c0,block_4/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.q_proj_out,4,Q,512,768,0,512,13,4,hardware_only,42,131072,1769472,0.07407407407407407,0.736955534292958
decoder_stack.layers.4.q_proj_out#r1c1,block_4/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.q_proj_out,4,Q,512,768,512,768,14,4,hardware_only,42,65536,1769472,0.037037037037037035,0.736955534292958
decoder_stack.layers.4.k_proj_out#r0c0,block_4/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.k_proj_out,4,K,768,1280,0,512,15,4,hardware_only,42,262144,1769472,0.14814814814814814,0.736955534292958
decoder_stack.layers.4.k_proj_out#r0c1,block_4/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.k_proj_out,4,K,768,1280,512,768,16,4,hardware_only,42,131072,1769472,0.07407407407407407,0.736955534292958
decoder_stack.layers.4.k_proj_out#r1c0,block_4/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.k_proj_out,4,K,1280,1536,0,512,17,4,hardware_only,42,131072,1769472,0.07407407407407407,0.736955534292958
decoder_stack.layers.4.k_proj_out#r1c1,block_4/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.k_proj_out,4,K,1280,1536,512,768,18,4,hardware_only,42,65536,1769472,0.037037037037037035,0.736955534292958
decoder_stack.layers.4.v_proj_out#r0c0,block_4/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.v_proj_out,4,V,1536,2048,0,512,19,4,hardware_only,42,262144,1769472,0.14814814814814814,0.736955534292958
decoder_stack.layers.4.v_proj_out#r0c1,block_4/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.v_proj_out,4,V,1536,2048,512,768,20,4,hardware_only,42,131072,1769472,0.07407407407407407,0.736955534292958
decoder_stack.layers.4.v_proj_out#r1c0,block_4/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.v_proj_out,4,V,2048,2304,0,512,21,4,hardware_only,42,131072,1769472,0.07407407407407407,0.736955534292958
decoder_stack.layers.4.v_proj_out#r1c1,block_4/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.v_proj_out,4,V,2048,2304,512,768,22,4,hardware_only,42,65536,1769472,0.037037037037037035,0.736955534292958
decoder_stack.layers.4.out_proj#r0c0,block_4/attn.c_proj,transformer.h.4.attn.c_proj,decoder_stack.layers.4.out_proj,4,,0,512,0,512,24,4,hardware_only,42,262144,589824,0.4444444444444444,0.03634089246926777
decoder_stack.layers.4.out_proj#r0c1,block_4/attn.c_proj,transformer.h.4.attn.c_proj,decoder_stack.layers.4.out_proj,4,,0,512,512,768,26,4,hardware_only,42,131072,589824,0.2222222222222222,0.03634089246926777
decoder_stack.layers.4.out_proj#r1c0,block_4/attn.c_proj,transformer.h.4.attn.c_proj,decoder_stack.layers.4.out_proj,4,,512,768,0,512,27,4,hardware_only,42,131072,589824,0.2222222222222222,0.03634089246926777
decoder_stack.layers.4.out_proj#r1c1,block_4/attn.c_proj,transformer.h.4.attn.c_proj,decoder_stack.layers.4.out_proj,4,,512,768,512,768,28,4,hardware_only,42,65536,589824,0.1111111111111111,0.03634089246926777
decoder_stack.layers.4.ffn1#r0c0,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,,0,512,0,512,29,4,hardware_only,42,262144,2359296,0.1111111111111111,0.5393815327477526
decoder_stack.layers.4.ffn1#r0c1,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,,0,512,512,1024,31,4,hardware_only,42,262144,2359296,0.1111111111111111,0.5393815327477526
decoder_stack.layers.4.ffn1#r0c2,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,,0,512,1024,1536,32,4,hardware_only,42,262144,2359296,0.1111111111111111,0.5393815327477526
decoder_stack.layers.4.ffn1#r0c3,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,,0,512,1536,2048,33,4,hardware_only,42,262144,2359296,0.1111111111111111,0.5393815327477526
decoder_stack.layers.4.ffn1#r0c4,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,,0,512,2048,2560,35,12,hardware_only,42,262144,2359296,0.1111111111111111,0.5393815327477526
decoder_stack.layers.4.ffn1#r0c5,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,,0,512,2560,3072,53,12,hardware_only,42,262144,2359296,0.1111111111111111,0.5393815327477526
decoder_stack.layers.4.ffn1#r1c0,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,,512,768,0,512,30,11,hardware_only,42,131072,2359296,0.05555555555555555,0.5393815327477526
decoder_stack.layers.4.ffn1#r1c1,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,,512,768,512,1024,25,11,hardware_only,42,131072,2359296,0.05555555555555555,0.5393815327477526
decoder_stack.layers.4.ffn1#r1c2,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,,512,768,1024,1536,23,11,hardware_only,42,131072,2359296,0.05555555555555555,0.5393815327477526
decoder_stack.layers.4.ffn1#r1c3,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,,512,768,1536,2048,63,11,hardware_only,42,131072,2359296,0.05555555555555555,0.5393815327477526
